nationalite,studio,timing,title,titre_original,entrees_fr,num_actors,actor_1,actor_2,actor_3,num_director,director_1,director_2,director_3,popularity_actor_1,popularity_actor_2,popularity_actor_3,popularity_director_1,popularity_director_2,continents
 Irlande, Star Invest Films France ,93,Samhain,You Are Not My Mother,5932,3,Carolyn Bracken (II),Hazel Doupe,Jade Jordan,2,Kate Dolan,Kate Dolan,,364.0,758.0,1164.0,,197.0,Europe
 U.S.A., Warner Bros. France ,123,Many Saints Of Newark - Une histoire des Soprano,The Many Saints Of Newark,12136,3,Alessandro Nivola,Leslie Odom Jr.,Vera Farmiga,3,Alan Taylor,David Chase,Lawrence Konner,365.0,37.0,89.0,804.0,633.0,Amérique du Nord
 Pologne, Memento Distribution ,159,"Varsovie 83, une affaire d'État",Żeby nie było sladów,13976,3,Tomasz Zietek,Sandra Korzeniak,Jacek Braciak,2,Jan P. Matuszynski,Kaja Krawczyk-Wnuk,,366.0,759.0,1165.0,,634.0,Europe
 Belgique, Le Pacte ,104,Où est Anne Frank !,Where Is Anne Frank,14543,3,Ruby Stokes,Emily Carey,Michael Maloney,2,Ari Folman,Ari Folman,,367.0,760.0,1166.0,,198.0,Europe
 U.S.A., Universal Pictures International France ,93,La Famille Addams 2 : une virée d'enfer,The Addams Family 2,156133,3,Kev Adams,Oscar Isaac,Mélanie Bernier,4,Greg Tiernan,Conrad Vernon,Dan Hernandez,368.0,761.0,1167.0,805.0,635.0,Amérique du Nord
 Macédoine, Pyramide Distribution ,95,L'Homme le plus heureux du monde,Najsrekjniot Chovek Na Svetot,4762,3,Jelena Kordić Kuret,Adnan Omerovic,Labina Mitevska,3,Teona Strugar Mitevska,Teona Strugar Mitevska,Elma Tataragic,369.0,762.0,1168.0,806.0,199.0,Europe
 Roumanie, Météore Films ,106,Bad Luck Banging or Loony Porn,Babardeală cu buclucsau porno balamuc,6321,3,Katia Pascariu,Claudia Ieremia,Olimpia Mălai,2,Radu Jude,Radu Jude,,66.0,763.0,1169.0,,10.0,Europe
 Japon, Eurozoom ,95,Goodbye,"Gubbai, Don Gurîzu!",5279,3,Natsuki Hanae,Yûki Kaji,Ayumu Murase,2,Atsuko Ishizuka,Atsuko Ishizuka,,2.0,84.0,1170.0,,200.0,Asie
 Japon, Star Invest Films France ,113,Le Roi cerf,The Deer King,11756,3,Fanny Blanchard, Anne,Xavier Fagnon,3,Masashi Ando,Masayuki Miyaji,Taku Kishimoto,370.0,764.0,1171.0,807.0,636.0,Asie
 Inde, Friday Entertainment ,175,Salaar : Part 1 - Ceasefire,Salaar: Part 1 - Ceasefire,345,3,Prabhas Raju,Prithviraj Sukumaran,Shruti Haasan,2,Prashanth Neel,Prashanth Neel,,371.0,765.0,1172.0,,201.0,Asie
 Philippines, Epicentre Films ,187,Quand les vagues se retirent,Kapag Wala Nang mga Alon,849,3,John Lloyd Cruz,Ronnie Lazaro,Don Melvin Boongaling,2,Lav Diaz,Lav Diaz,,372.0,766.0,1173.0,,202.0,Asie
 Allemagne, Eurozoom ,92,Next Door,Nebenan,8910,3,Daniel Brühl,Peter Kurth,Rike Eckermann,2,Daniel Brühl,Daniel Kehlmann,,373.0,767.0,1174.0,,637.0,Europe
 U.S.A., Warner Bros. France ,101,Tom et Jerry,Tom & Jerry,87570,3,Chloë Grace Moretz,Frank Welker,Michael Peña,3,Tim Story,Katie Silberman,April Prosser,374.0,71.0,53.0,808.0,638.0,Amérique du Nord
 Kosovo, ASC Distribution ,84,La Ruche,Zgjoi,2197,3,Yllka Gashi,Cun Lajci,Aurita Agushi,2,Blerta Basholli,Blerta Basholli,,375.0,768.0,1175.0,,203.0,Europe
 Corée du Sud, Wild Bunch Distribution ,108,Lucky Strike,Beasts Clawing at Straws,34808,3,Do-Yeon Jeon,Woo-Sung Jung,Seong-woo Bae,2,Yong-hoon Kim,Yong-hoon Kim,,376.0,769.0,1176.0,,204.0,Asie
 U.S.A., Sony Pictures Releasing France ,88,Escape Game 2 - Le Monde est un piège,Escape Room: Tournament of Champions,82707,3,Taylor Russell,Logan Miller,Thomas Cocquerel,3,Adam Robitel,Will Honley,Maria Melnik,377.0,770.0,1177.0,809.0,639.0,Amérique du Nord
 Portugal, Alfama Films ,127,Traces,Restos do Vento,1884,3,Nuno Lopes,Albano Jerónimo,Edgar Morais,3,Tiago Guedes,Tiago Rodrigues,Tiago Guedes,63.0,771.0,1178.0,205.0,640.0,Europe
 U.S.A., StudioCanal ,114,Bloody Milkshake,Gunpowder Milkshake,10853,3,Karen Gillan,Lena Headey,Michelle Yeoh,3,Navot Papushado,Navot Papushado,Ehud Lavski,378.0,772.0,1179.0,810.0,206.0,Amérique du Nord
 U.S.A., Sony Pictures Releasing France ,100,La Chapelle du Diable,The Unholy,19511,3,Jeffrey Dean Morgan,Katie Aselton,William Sadler,2,Evan Spiliotopoulos,Evan Spiliotopoulos,,379.0,773.0,1180.0,,20.0,Amérique du Nord
 France, Bac Films ,152,La Fièvre de Petrov,Petrov's Flu,8947,3,Semyon Serzin,Chulpan Khamatova,Yulia Peresild,2,Kirill Serebrennikov,Kirill Serebrennikov,,380.0,774.0,1181.0,,9.0,Europe
 Australie, Alba Films ,90,L'Arbre à voeux,The Wishmas Tree,50457,3,Miranda Tapsell,Sophie Pyronnet,Miranda Tapsell,3,Ricard Cussó,Peter Ivan,Ryan Greaves,67.0,775.0,67.0,317.0,641.0,Océanie
 Roumanie, Optimale Distribution ,81,Poppy Field,Câmp de maci,1436,3,Conrad Mericoffer,Alexandru Potocean,Radouan Leflahi,2,Eugen Jebeleanu,Ioana Moraru,,381.0,776.0,1182.0,,642.0,Europe
 Danemark, Star Invest Films France ,102,Wild Men,Vildmænd,5004,3,Rasmus Bjerg,Zaki Youssef,Bjørn Sundquist,3,Thomas Daneskov,Thomas Daneskov,Morten Pape,382.0,777.0,1183.0,811.0,208.0,Europe
 U.S.A., Alba Films ,98,Mon grand-père et moi,The War with Grandpa,50862,3,Robert De Niro,Oakes Fegley,Uma Thurman,3,Tim Hill,Tom J. Astle,Matt Ember,68.0,778.0,1184.0,812.0,643.0,Amérique du Nord
 Australie, Alba Films ,88,Le Rêve de Daisy,Daisy Quokka: World's Scariest Animal,25332,3,Marie Braam,Angourie Rice,Jean-Michel Vovk,2,Ricard Cussó,Ryan Greaves,,69.0,32.0,1185.0,,317.0,Océanie
 Autriche, Paname Distribution ,116,Great Freedom,Große Freiheit,10070,3,Franz Rogowski,Georg Friedrich,Anton von Lucke,3,Sebastian Meise,Thomas Reider,Sebastian Meise,70.0,102.0,1186.0,209.0,644.0,Europe
 Italie, L'Atelier Distribution ,120,Amants super-héroïques,Supereroi,5141,3,Jasmine Trinca,Alessandro Borghi,Greta Scarano,3,Paolo Genovese,Paolo Genovese,Rolando Ravello,383.0,88.0,1187.0,813.0,210.0,Europe
 Portugal, Epicentre Films ,111,Loup & Chien,Lobo e Cão,974,3,Ana Cabral,Ruben Pimenta,Cristiana Branquinho,3,Claudia Varejão,Claudia Varejão,Leda Cartum,384.0,779.0,1188.0,814.0,211.0,Europe
 Belgique, Apollo Films ,89,Bigfoot Family,Big Foot Family,84767,3,Kylian Trouillard,Kylian Trouillard,Alexis Victor,4,Ben Stassen,Jérémie Degruson,Bob Barlen,11.0,11.0,1189.0,22.0,90.0,Europe
 Russie, Potemkine Films ,120,Chers camarades !,Dear Comrades,9240,3,Yuliya Vysotskaya,Vladislav Komarov,Andrey Gusev,3,Andrey Konchalovsky,Andrey Konchalovsky,Elena Kiseleva,385.0,780.0,1190.0,815.0,212.0,Europe
 Corée du Sud, Arizona Distribution ,93,"La Romancière, le film et le heureux hasard",So-seol-ga-ui Yeong-hwa,8960,3,Hye-yeong Lee,Kim Min-Hee,Young-hwa Seo,2,Hong Sang-Soo,Hong Sang-Soo,,386.0,12.0,106.0,,1.0,Asie
 U.S.A., Warner Bros. France ,94,Scooby !,Scoob!,191223,3,Frank Welker,Will Forte,Zac Efron,3,Tony Cervone,Adam Sztykiel,Jack Donaldson,71.0,781.0,20.0,816.0,645.0,Amérique du Nord
 Japon, Eurozoom ,97,La chance sourit à madame Nikuko,Gyokou no Nikuko-chan,15105,3, Cocomi,Shinobu Ôtake,Izumi Ishii,2,Ayumu Watanabe,Satomi Ohshima,,387.0,97.0,1191.0,,310.0,Asie
 Japon, Art House ,125,Aristocrats,Anoko wa kizoku,28303,3,Mugi Kadowaki,Kiko Mizuhara,Kengo Kora,2,Yukiko Sode,Yukiko Sode,,388.0,782.0,1192.0,,213.0,Asie
 Colombie, Pyramide Distribution ,86,L'Éden,La Jauría,2876,3,Jhojan Estiven Jimenez,Maicol Andrés Jimenez Zarabanda,Wismer Vasquez,2,Andrés Ramirez Pulido,Andrés Ramirez Pulido,,389.0,783.0,1193.0,,214.0,Amérique du Sud
 Allemagne, KMBO ,76,Max et Emmy : Mission Pâques,Die Häschenschule 2 - Der große Eierklau,49805,3,Noah Levi,Elise Eikermann,Senta Berger,3,Ute von Münchow-Pohl,Katja Grübel,Dagmar Rehbinder,390.0,784.0,1194.0,817.0,646.0,Europe
 U.S.A., Warner Bros. France ,143,D'où l'on vient,In The Heights,27128,3,Anthony Ramos,Melissa Barrera,Leslie Grace,2,Jon M. Chu,Quiara Alegria Hudes,,391.0,785.0,1195.0,,647.0,Amérique du Nord
 France, Jour2fête ,102,Chevalier Noir,A Tale of Shemroon,9284,3,Iman Sayad Borhani,Payar Allahyari,Masoumeh Beygi,2,Emad Aleebrahim Dehkordi,Emad Aleebrahim Dehkordi,,392.0,786.0,1196.0,,215.0,Europe
 Bolivie, Condor Distribution ,88,Utama : La Terre Oubliée,Utama,8948,3,José Calcina,Luisa Quispe,Santos Choque,2,Alejandro Loayza Grisi,Alejandro Loayza Grisi,,393.0,787.0,1197.0,,216.0,Amérique du Sud
 Espagne, Ed Distribution ,75,Un corps sous la lave,Eles transportan a morte,114,3,Nuria Lestegás,Sara Ferro (II),Xoán Reices,4,Samuel M. Delgado,Helena Girón,Helena Girón,394.0,788.0,1198.0,318.0,318.0,Europe
 Kosovo, Le Pacte ,83,La Colline où rugissent les lionnes,Luaneshat et kodrës,4342,3,Flaka Latifi,Uratë Shabani,Era Balaj,2,Luàna Bajrami,Luàna Bajrami,,395.0,789.0,1199.0,,217.0,Europe
 U.S.A., Star Invest Films France ,106,Un fils du sud,Son of the South,9703,3,Lucas Till,Lucy Hale,Lex Scott Davis,2,Barry Alexander Brown,Barry Alexander Brown,,396.0,103.0,1200.0,,218.0,Amérique du Nord
 Iran, ARP Sélection ,107,Aucun ours,Khers nist,28234,3,Jafar Panahi,Naser Hashemi,Vahid Mobasheri,2,Jafar Panahi,Jafar Panahi,,397.0,790.0,1201.0,,219.0,Asie
 Grèce, Saje Distribution ,109,L'Homme de Dieu,Man Of God,1515,3,Mickey Rourke,Tonia Sotiropoulou,Alexander Petrov (I),2,Yelena Popovic,Yelena Popovic,,398.0,791.0,1202.0,,220.0,Europe
 France, Dulac Distribution ,112,Plumes,Feathers,5471,3,Demyana Nassar,Samy Bassouny,Fady Mina Fawzy,3,Omar El Zohairy,Ahmed Amer (II),Omar El Zohairy,399.0,792.0,1203.0,221.0,648.0,Europe
 Allemagne, Alba Films ,82,"Mia et moi, L’Héroïne de Centopia",Mia And Me - The Movie,42006,3,Margot Nuccetelli,Dave Willetts,Rick Kavanian,4,Adam Gunn,Matthias Temmermans,Gerhard Hahn,400.0,793.0,1204.0,818.0,649.0,Europe
 Israël, Wayna Pitch ,90,All Eyes Off Me,Mishehu Yohav Mishehu,2553,3,Elisheva Weil,Leib Lev Lenin,Yoav Hait,2,Hadas Ben Aroya,Hadas Ben Aroya,,401.0,794.0,1205.0,,222.0,Asie
 France, Wayna Pitch ,103,Pulse,Heartbeast,383,3,Elsi Sloan,Carmen Kassovitz,Lucille Guillaume,2,Aino Suni,Aino Suni,,402.0,795.0,1206.0,,223.0,Europe
 Palestine, Shellac ,97,200 mètres,200 Meters,5684,3,Ali Suliman,Anna Unterberger,Gassan Abbas,2,Ameen Nayfeh,Ameen Nayfeh,,72.0,796.0,1207.0,,224.0,Asie
 Roumanie, Arizona Distribution ,118,Dédales,Miracol,8937,3,Ioana Bugarin,Emanuel Parvu,Cezar Antal,2,Bogdan George Apetri,Bogdan George Apetri,,403.0,797.0,1208.0,,225.0,Europe
 Turquie, La Vingt-Cinquième Heure ,90,Les Fantômes d'Istanbul,Hayaletler,1299,3,Dilayda Güneş,Beril Kayar,Nalan Kuruçim,2,Azra Deniz Okyay,Azra Deniz Okyay,,404.0,798.0,1209.0,,226.0,Asie
 kazakhstan, Destiny Films ,89,L'Éducation d'Ademoka,Ademoka's Education,1110,3,Adema Yerzhanova,Daniyar Alshinov,Bolat Kalymbetov,2,Adilkhan Yerzhanov,Adilkhan Yerzhanov,,405.0,799.0,1210.0,,7.0,Asie
 Pologne, Saje Distribution ,96,Entre ciel et terre,Czysciec,1804,3,Malgorzata Kozuchowska,Kamila Kaminska,Philippe Tlokinski,2,Michał Kondrat,Michał Kondrat,,406.0,800.0,1211.0,,227.0,Europe
 Espagne, Star Invest Films France ,88,D'Artagnan et les trois Mousquetaires,D'Artacán y los tres mosqueperros,20012,3,Jim Redler,Tomás Ayuso,Karina Matas Piper,2,Toni García,Douglas Langdale,,407.0,801.0,1212.0,,650.0,Europe
 Japon, Haut et Court ,140,True Mothers,Asa ga Kuru,11839,3,Arata Iura,Hiromi Nagasaku,Aju Makita,3,Naomi Kawase,Naomi Kawase,Izumi Takahashi,408.0,802.0,1213.0,819.0,228.0,Asie
 Portugal, Cinéma Public Films ,85,Les Démons d’argile,Os demónios do meu avô,648,3,Cédric Carlier,Cédric Carlier,Aloïse Sauvage,3,Nuno Beato,Cristina Pinheiro,Possidónio Cachapa,73.0,73.0,1214.0,820.0,651.0,Europe
 Norvège, Program Store ,96,La Traversée,Flukten over grensen,5764,3,Anna Sofie Skarholt,Bo Lindquist-Ellingsen,Samson Steine,3,Johanne Helgeland,Maja Lunde,Espen Torkildsen,74.0,104.0,121.0,326.0,319.0,Europe
 Norvège, Program Store ,96,La Traversée,Flukten over grensen,189578,3,Anna Sofie Skarholt,Bo Lindquist-Ellingsen,Samson Steine,3,Johanne Helgeland,Maja Lunde,Espen Torkildsen,74.0,104.0,121.0,326.0,319.0,Europe
 Japon, Art House ,133,Tempura,Hold me Back,15217,3, Non,Kento Hayashi,Ai Hashimoto,2,Akiko Ohku,Akiko Ohku,,409.0,803.0,1215.0,,230.0,Asie
 Liban, Dulac Distribution ,81,Le Barrage,Al-Sadd,4214,3,Maher El Khair,Mudathir Musa,Santino Aguer Ding,3,Ali Cherri,Ali Cherri,Geoffroy Grison,410.0,804.0,1216.0,821.0,231.0,Asie
 Allemagne,"
# prix
",101,Sleep,Schlaf,48796,3,Gro Swantje Kohlhof,Sandra Hüller,August Schmölzer,2,Michael Venus,Michael Venus,,411.0,4.0,1217.0,,232.0,Europe
 Japon, Art House ,109,Suis-moi je te fuis,The Real Thing part 1,11537,3,Win Morisaki,Kaho Tsuchimura,Shohei Uno,3,Kôji Fukada,Shintaro Mitani,Kôji Fukada,75.0,105.0,122.0,12.0,320.0,Asie
 Allemagne, Shellac ,104,A E I O U - L'alphabet rapide de l'amour,A E I O U - Das schnelle Alphabet der Liebe,424,3,Sophie Rois,Udo Kier,Milan Herms,2,Nicolette Krebitz,Nicolette Krebitz,,412.0,805.0,1218.0,,233.0,Europe
 France, UFO Distribution ,120,Burning Casablanca (Zanka Contact),Zanka Contact,5444,3,Khansa Batma,Ahmed Hammoud,Said Bey,2,Ismaël El Iraki,Ismaël El Iraki,,413.0,806.0,1219.0,,234.0,Europe
 Chili, Nour Films ,98,La Vache qui chantait le futur,La vaca que cantó una canción sobre el futuro,772,3,Léonor Varela,Mia Maestro,Alfredo Castro,3,Francisca Alegría,Francisca Alegría,Manuela Infante,414.0,807.0,78.0,822.0,235.0,Amérique du Sud
 Iran, KMBO ,106,Le Pardon,Ghasideyeh gave sefid,9944,3,Maryam Moghadam,Alireza Sani Far,Pouria Rahimi,4,Maryam Moghadam,Behtash Sanaeeha,Maryam Moghadam,415.0,808.0,1220.0,236.0,652.0,Asie
 Espagne, UFO Distribution ,80,Ramona fait son cinéma,Ramona,9767,3,Lourdes Hernández,Bruno Lastra,Francesco Carril,2,Andrea Bagney,Andrea Bagney,,416.0,809.0,101.0,,237.0,Europe
 Pologne, La Vingt-Cinquième Heure ,97,Une femme sur le toit,Kobieta na dachu,612,3,Dorota Pomykala,Bogdan Koca,Adam Bobik,2,Anna Jadowska,Anna Jadowska,,417.0,810.0,1221.0,,238.0,Europe
 U.S.A., SND ,84,Les Bouchetrous,Extinct,71419,3,Adam Devine,Rachel Bloom,Ken Jeong,5,David Silverman,Raymond S. Persi,Raymond S. Persi,418.0,811.0,1222.0,321.0,321.0,Amérique du Nord
 Irlande, Destiny Films ,100,Faces cachées,Rose Plays Julie,3406,3,Ann Skelly,Orla Brady,Aidan Gillen,4,Joe Lawlor,Christine Molloy,Joe Lawlor,419.0,812.0,1223.0,239.0,653.0,Europe
 Suisse, Wayna Pitch ,98,La Jeune Fille et l'Araignée,Das Mädchen und die Spinne,1008,3,Henriette Confurius,Liliane Amuat,Ursina Lardi,4,Ramon Zürcher,Silvan Zürcher,Ramon Zürcher,420.0,813.0,1224.0,240.0,654.0,Europe
 Ukraine, Nour Films ,107,Butterfly Vision,Bachennya Metelyka,4878,3,Rita Burkovska,Lyubomyr Valivots,Myroslava Vytrykhoska-Makar,3,Maksym Nakonechnyi,Maksym Nakonechnyi,Iryna Tsilyk,421.0,814.0,1225.0,823.0,241.0,Europe
 U.S.A., Universal Pictures International France ,137,Cher Evan Hansen,Dear Evan Hansen,3700,3,Ben Platt,Julianne Moore,Kaitlyn Dever,2,Stephen Chbosky,Steven Levenson,,422.0,815.0,1226.0,,655.0,Amérique du Nord
 Espagne, Le Pacte ,104,En décalage,Tres,4494,3,Marta Nieto,Miki Esparbé,Fran Lareu,3,Juanjo Giménez Peña,Juanjo Giménez Peña,Pere Altimira,423.0,816.0,1227.0,824.0,242.0,Europe
 Grande-Bretagne,"
1 nomination
",101,Goodbye,Hope Gap,5279,3,Annette Bening,Bill Nighy,Josh O'Connor,2,William Nicholson,William Nicholson,,424.0,50.0,8.0,,243.0,Europe
 Taïwan, Capricci Films ,126,Days,Rizi,1956,2,Lee Kang-sheng,Anong Houngheuangsy,,2,Tsai Ming-liang,Tsai Ming-liang,,425.0,817.0,,,244.0,Asie
 Allemagne, Outplay Films ,90,Seule la joie,Glück/Bliss,1394,3,Katharina Behrens,Adam Hoya,Nele Kayenberg,2,Henrika Kull,Henrika Kull,,426.0,818.0,1228.0,,245.0,Europe
 France, Gebeka Films ,88,Même les souris vont au paradis,I mysi patrí do nebe,2867,3,Marie Nonnenmacher,Vincent De Bouard,Jérôme Pauwels,3,Jan Bubenicek,Denisa Grimmovà,Alice Nellis,427.0,819.0,1229.0,825.0,656.0,Europe
 Japon, Art House ,123,The Housewife,Red,10429,3, Kaho,Tasuku Emoto,Shôtarô Mamiya,3,Yukiko Mishima,Yukiko Mishima,Chihiro Ikeda,428.0,820.0,1230.0,826.0,246.0,Asie
 Japon, Art House ,124,Fuis-moi je te suis,The Real Thing part 2,6917,3,Win Morisaki,Kaho Tsuchimura,Shohei Uno,3,Kôji Fukada,Shintaro Mitani,Kôji Fukada,75.0,105.0,122.0,12.0,320.0,Asie
 Japon, Eurozoom ,104,N'oublie pas les fleurs,A Hundred Flowers,3096,3,Masaki Suda,Mieko Harada,Yuka Itaya,3,Genki Kawamura,Genki Kawamura,Hirase Kentaro,429.0,821.0,1231.0,827.0,247.0,Asie
 U.S.A., Universal Pictures International France ,114,La Voix du succès,The High Note,22418,3,Dakota Johnson,Tracee Ellis Ross,Kelvin Harrison Jr.,2,Nisha Ganatra,Flora Greeson,,430.0,822.0,1232.0,,657.0,Amérique du Nord
 Pérou, Bobine Films ,94,Un monde pour Julius,Un Mundo para Julius,423,3,Mayella Lloclla,Fiorella de Ferrari,Nacho Fresneda,2,Rossana Diaz Costa,Rossana Diaz Costa,,431.0,823.0,1233.0,,248.0,Amérique du Sud
 Roumanie, Eurozoom ,85,L'Ile,The Island,346,3,Alexandru Bălănescu,Ada Milea,Cristina Juncu,3,Anca Damian,Anca Damian,Augusto Zanovello,432.0,824.0,1234.0,828.0,249.0,Europe
 France, Arizona Distribution ,100,Si le vent tombe,Should the Wind Fall,8632,3,Grégoire Colin,Hayk Bakhryan,Arman Navasardyan,3,Nora Martirosyan,Nora Martirosyan,Emmanuelle Pagano,433.0,825.0,1235.0,829.0,250.0,Europe
 Japon, Eurozoom ,110,Detective Conan : La Fiancée de Shibuya,Meitantei Conan : Halloween no Hanayome,18200,3,Minami Takayama,Wakana Yamazaki, Chafûrin,2,Susumu Mitsunaka,Okura Takahiro,,76.0,826.0,1236.0,,658.0,Asie
 Liban, Alba Films ,110,Le Dernier Piano,Broken Keys,3821,3,Tarek Yaacoub,Rola Baksmati,Mounir Maasri,2,Jimmy Keyrouz,Jimmy Keyrouz,,434.0,827.0,1237.0,,251.0,Asie
 Corée du Sud, Les Bookmakers / Capricci Films ,77,La Femme qui s’est enfuie,Domangchin yeoja,10464,3,Kim Min-Hee,Young-hwa Seo,Saebyuk Kim,2,Hong Sang-Soo,Hong Sang-Soo,,12.0,106.0,1238.0,,1.0,Asie
 Algérie, Les Films des Deux Rives ,97,Rêve,Argu,273,3,Mohamed Lefkir,Kouceila Mustapha,Latifa Aissat,2,Omar Belkacemi,Omar Belkacemi,,435.0,828.0,1239.0,,252.0,Afrique
 Iran, L'Atelier Distribution ,102,Marché noir,Koshtargah,1364,3,Amirhosein Fathi,Mani Haghighi,Baran Kosari,3,Abbas Amini,Abbas Amini,Hossein Farokhzadeh,436.0,829.0,79.0,830.0,253.0,Asie
 Palestine, Destiny Films ,90,Le Piège de Huda,Huda's Salon,3389,3,Ali Suliman,Maisa Abd Elhadi,Manal Awad,2,Hany Abu-Assad,Hany Abu-Assad,,72.0,830.0,1240.0,,254.0,Asie
 Espagne, Destiny Films ,103,Les Mystères de Barcelone,La vampira de Barcelona,2581,3,Nora Navas,Roger Casamajor,Bruna Cusí,3,Lluis Danès,Maria Jaén,Lluís Arcarazo,437.0,831.0,1241.0,831.0,659.0,Europe
 Grande-Bretagne, Les Films du Préau ,43,Zébulon le dragon et les médecins volants,Zog and the Flying Doctors,14300,3,Lenny Henry,Patsy Ferran,Daniel Ings,1,Sean Mullen,,,438.0,832.0,1242.0,,,Europe
 Corée du Sud, Capricci Films ,66,Introduction,Inteurodeoksyeon,3830,3,Shin Seokho,Mi-so Park,Kim Young-Ho,2,Hong Sang-Soo,Hong Sang-Soo,,439.0,107.0,1243.0,,1.0,Asie
 Danemark, UFO Distribution ,86,La Dernière nuit de Lise Broholm,Du som er i himlen,4306,3,Flora Ofelia Hofman Lindahl,Ida Cæcilie Rasmussen,Thure Lindhardt,2,Tea Lindeburg,Tea Lindeburg,,440.0,833.0,1244.0,,255.0,Europe
 Irlande, Paradis Films ,86,Oups ! J’ai encore raté l’arche…,Ooops! The Adventure Continues…,37007,3,Max Carolan,Ava Connolly,Dermot Magennis,4,Toby Genkel,Sean McCormack (II),Richard Conroy,441.0,834.0,1245.0,832.0,660.0,Europe
 Russie, ARP Sélection ,96,Les Poings desserrés,Razzhimaya Kulaki,11271,3,Milana Aguzarova,Alik Karaev,Soslan Khugaev,3,Kira Kovalenko,Kira Kovalenko,Anton Yarush,442.0,835.0,1246.0,833.0,256.0,Europe
 Iran, Bodega Films ,102,The Wasteland,Dashte Khamoush,548,3,Ali Bagheri,Farrokh Nemati,Mahdieh Nassaj,2,Ahmad Bahrami,Ahmad Bahrami,,77.0,836.0,1247.0,,13.0,Asie
 Argentine, Optimale Distribution ,112,Coeur errant,Errante corazón,816,3,Leonardo Sbaraglia,Miranda de la Serna,Eva Llorach,2,Leonardo Brzezicki,Leonardo Brzezicki,,443.0,837.0,1248.0,,257.0,Amérique du Sud
 Finlande, Orange studio / Urban Distribution ,82,La Femme du fossoyeur,The Gravedigger’s Wife,842,3,Omar Abdi,Yasmin Warsame,Kadar Abdoul-Aziz Ibrahim,2,Khadar Ahmed,Khadar Ahmed,,444.0,838.0,1249.0,,258.0,Europe
 Allemagne, Haut et Court ,119,Ce qui reste,Die Welt wird eine andere sein,1724,3,Canan Kir,Roger Azar,Özay Fecht,2,Anne Zohra Berrached,Stefanie Misrahi,,445.0,108.0,1250.0,,661.0,Europe
 Géorgie, Damned Distribution ,151,Sous le ciel de Koutaïssi,"Ras vkhedavt, rodesac cas vukurebt?",1914,3,Giorgi Bochorishvili,Ani Karseladze,Oliko Barbakadze,2,Aleksandre Koberidze,Aleksandre Koberidze,,446.0,839.0,1251.0,,259.0,Europe
 Iran, Bodega Films ,99,Les Enfants du soleil,Khorshid,2044,3,Ali Nassirian,Javad Ezati,Tannaz Tabatabaei,3,Majid Majidi,Nima Javidi,Majid Majidi,447.0,840.0,1252.0,260.0,662.0,Asie
 Allemagne, Bodega Films ,111,Crescendo,Crescendo - #Makemusicnotwar,5161,3,Peter Simonischek,Daniel Donskoy,Mehdi Meskar,3,Dror Zahavi,Johannes Rotter,Dror Zahavi,448.0,841.0,1253.0,261.0,663.0,Europe
 Suède, Les Films du Préau ,72,Ma mère est un gorille (et alors?),Apstjärnan,5076,3,Rebecca Gerstmann,Pernilla August,Melinda Kinnaman,2,Linda Hambäck,Janne Vierth,,449.0,842.0,1254.0,,664.0,Europe
 Japon, Eurozoom ,110,Detective Conan - The Scarlet Bullet,Meitantei Conan: Hiiro no Dangan,13102,3,Minami Hamabe,Megumi Hayashibara,Kenichi Ogata,2,Chika Nagaoka,Takeharu Sakurai,,450.0,843.0,1255.0,,315.0,Asie
 Chili, Outplay Films ,93,Je tremble ô Matador,Tengo miedo torero,5652,3,Alfredo Castro,Leonardo Ortizgris,Julieta Zylberberg,2,Rodrigo Sepúlveda,Rodrigo Sepúlveda,,78.0,844.0,1256.0,,262.0,Amérique du Sud
 Allemagne, Cinéma Saint-André des Arts ,89,Hypérion s’est échappé,Hyperion ist entflohen,18,2,André Lewski,Uwe Steinmetz,,2,Arnaud Gerber,Arnaud Gerber,,451.0,845.0,,,263.0,Europe
 U.S.A., Damned Distribution ,104,Ghost Therapy,The Civil Dead,1371,3,Clay Tatum,Whitmer Thomas,Whitney Weir,3,Clay Tatum,Clay Tatum,Whitmer Thomas,452.0,846.0,1257.0,834.0,264.0,Amérique du Nord
 Indonésie, ARP Sélection ,103,Une femme indonésienne,Nana,5016,3,Happy Salma,Rieke Diah Pitaloka,Laura Basuki,3,Kamila Andini,Kamila Andini,Ahda Imran,453.0,847.0,1258.0,835.0,265.0,Asie
 Russie, Destiny Films ,130,Conférence,Konferentsiya,559,3,Natalya Pavlenkova,Natalya Potapova,Kseniya Zueva,2,Ivan I. Tverdovsky,Ivan I. Tverdovsky,,454.0,848.0,1259.0,,266.0,Europe
 Danemark, KMBO ,80,"Extra : Allan, Britney et le vaisseau spatial",Lille Allan - den menneskelige antenne,21988,3,Louis Næss-Schmidt,Sofie Torp,Jesper Christensen,3,Amalie Næsby Fick,Amalie Næsby Fick,Thomas Porsager,455.0,849.0,1260.0,836.0,267.0,Europe
 Iran, Bodega Films ,98,The Wastetown,Shahre Khamoush,76,2,Baran Kosari,Ali Bagheri,,2,Ahmad Bahrami,Ahmad Bahrami,,79.0,77.0,,,13.0,Asie
 Lituanie, Shellac ,127,Au crépuscule,Sutemose,3482,3,Marius Povilas Elijas Martinenko,Arvydas Dapsys,Alina Zaliukaite-Ramanauskiene,3,Sharunas Bartas,Sharunas Bartas,Ausra Giedraityte,456.0,850.0,1261.0,837.0,268.0,Europe
