,titre,budget,duree,entrees_fr,franchise,genres,pegi_fr,pegi_usa,entrees_usa,salles_fr,studio,estimation,is_compositeur,annee,origine
2693,sicario,32000000,121,178566,0,thriller, Moins de 12 ans ,R,12148041.0,285,metropolitan,,0,2015,etats-unis
2694,sicario la guerre des cartels,35000000,122,133856,0,thriller, Moins de 12 ans ,R,19007566.0,451,metropolitan,,0,2018,etats-unis
2695,sideways,12000000,124,131732,0,comédie,,R,2851955.0,135,20th century fox,,0,2005,etats-unis
2696,sidonie au japon,53732,92,53732,0,drame, Tous publics ,,,162,art house,,0,2024,france
2697,signes,62000000,105,718188,0,thriller,,PG,60117080.0,699,gbvi,,1,2002,etats-unis
2698,silence,40000000,159,163009,0,drame, Tous publics ,R,1984530.0,202,metropolitan,,0,2017,etats-unis
2699,silent hill: revelation,21019996,94,130355,0,science fiction, Moins de 12 ans ,R,8023036.0,260,metropolitan,,0,2012,Autre
2700,sils maria,5100331,123,90148,0,drame, Tous publics ,R,61810.0,150,films du losange,,0,2014,france
2701,simone - le voyage du siècle,16740000,140,486242,0,drame, Tous publics ,,,672,warner bros.,,0,2022,france
2702,simples secrets,23000000,99,161699,0,drame, Tous publics ,PG,3250409.0,212,bac films,,0,1998,etats-unis
2703,sin city,40000000,123,430479,1,comicbook, Moins de 12 ans ,R,29120273.0,521,pan-européenne,,0,2005,etats-unis
2704,sin city : j'ai tué pour elle,65000000,102,185758,1,comicbook, Moins de 12 ans ,R,6317683.0,350,metropolitan,,0,2014,etats-unis
2705,sinbad - la légende des sept mers,60000000,90,255559,0,animation,,PG,6874477.0,498,uip,,0,2003,etats-unis
2706,sinister,3000000,110,204017,0,horreur, Moins de 12 ans ,R,18007934.0,162,wild bunch,,0,2012,etats-unis
2707,sister act ii,41000000,107,199340,1,comédie,,PG,7569219.0,256,gbvi,,0,1994,etats-unis
2708,"six jours, sept nuits",70000000,95,443256,0,romance, Tous publics ,PG,16485276.0,362,gbvi,,0,1998,etats-unis
2709,sixième sens,55000000,107,1463152,0,thriller, Moins de 12 ans ,PG,26681262.0,418,gbvi,,1,2000,etats-unis
2710,skyfall,200000000,143,1839220,1,aventure - action, Tous publics ,PG,88364714.0,820,sony pictures,,1,2012,Autre
2711,skyscraper,125000000,102,239014,0,aventure - action, Tous publics ,PG,24905015.0,623,universal,,0,2018,etats-unis
2712,sleepers,44000000,140,464884,0,drame, Moins de 12 ans ,R,12305745.0,355,polygram,,1,1996,etats-unis
2713,sleepless,30000000,95,114663,0,thriller, Moins de 12 ans ,R,8344128.0,226,paramount,,0,2017,etats-unis
2714,sleepy hollow,70000000,105,816121,0,fantasy, Moins de 12 ans ,R,30060467.0,375,pathé,,1,2000,etats-unis
2715,slevin,27000000,109,113754,0,thriller,,R,7031921.0,190,metropolitan,,0,2006,etats-unis
2716,sliver,40000000,108,413786,0,thriller, Moins de 12 ans ,R,12138283.0,253,uip,,1,1993,etats-unis
2717,slumdog millionaire,15000000,120,208398,0,comédie dramatique, Tous publics ,R,4301870.0,126,pathé,,0,2009,Autre
2718,small soldiers,40000000,110,188003,0,film familial, Tous publics ,PG,14047592.0,430,uip,,1,1998,etats-unis
2719,smoke,7000000,110,111727,0,drame, Tous publics ,R,495022.0,92,pyramide,,0,1995,etats-unis
2720,snatch,10000000,103,195678,0,comédie, Tous publics ,R,8005163.0,222,columbia,,0,2000,Autre
2721,snowden,40000000,134,48634,0,thriller, Tous publics ,R,8000058.0,231,pathé,,0,2016,etats-unis
2722,"snowpiercer, le transperceneige",39200000,125,272262,0,science fiction, Moins de 12 ans ,R,171187.0,307,wild side,,0,2013,Autre
2723,solaris,47000000,94,200983,0,science fiction, Tous publics ,PG,6752722.0,151,ufd,,0,2003,etats-unis
2724,soleil levant,40000000,128,335115,0,aventure - action,,R,15195941.0,248,20th century fox,,0,1993,etats-unis
2725,solo: a star wars story,250000000,135,531414,0,fantasy, Tous publics ,PG,84420489.0,844,walt disney pictures,,0,2018,etats-unis
2726,somewhere,7000000,98,233005,0,comédie dramatique, Tous publics ,R,119086.0,174,pathé,,0,2011,etats-unis
2727,sommersby,30000000,113,316230,0,drame, Tous publics ,PG,8104624.0,196,warner bros.,,1,1993,etats-unis
2728,sonic 2 le film,90000000,122,749372,1,aventure - action, Tous publics ,PG,72105176.0,675,paramount,,0,2022,etats-unis
2729,"sonic, le hérisson",95000000,100,771015,1,film familial, Tous publics ,PG,58018348.0,622,paramount,,0,2020,etats-unis
2730,sound of freedom,14500000,135,63782,0,thriller, Tous publics ,PG,19680879.0,206,saje distribution,,0,2023,etats-unis
2731,source code,32000000,94,300899,0,science fiction, Tous publics ,PG,14812094.0,272,snd,,0,2011,etats-unis
2732,souris city,149000000,86,374153,0,animation, Tous publics ,PG,18814323.0,690,uip,,0,2006,etats-unis
2733,sous le même toit,9552512,93,261235,0,comédie, Tous publics ,,,434,europacorp,,0,2017,france
2734,sous les jupes des filles,6808477,116,401687,0,comédie, Tous publics ,,,339,wild bunch,,0,2014,france
2735,"south park, le film",21000000,81,249819,0,animation, Moins de 12 ans ,R,11335889.0,179,warner bros.,,0,1999,etats-unis
2736,souviens toi… l'été dernier,17000000,100,274214,1,horreur, Moins de 12 ans ,R,15818645.0,264,columbia,,0,1998,etats-unis
2737,souviens-toi de moi,5000000,118,78193,0,comédie,,,15378.0,135,gbvi,,0,2003,Autre
2738,souviens-toi… l'été dernier 2,24000000,100,419740,1,horreur,,R,16520038.0,259,columbia,,0,1999,etats-unis
2739,soyez sympas rembobinez,20000000,101,146496,0,comédie, Tous publics ,PG,4050655.0,190,europacorp,,0,2008,etats-unis
2740,space cowboys,65000000,130,321513,0,aventure - action, Tous publics ,PG,18093776.0,431,warner bros.,,0,2000,etats-unis
2741,space jam,80000000,89,435703,0,film familial, Tous publics ,PG,27528529.0,506,warner bros.,,1,1997,etats-unis
2742,space jam - nouvelle ère,150000000,116,182763,0,film familial, Tous publics ,PG,31053362.0,463,warner bros.,,0,2021,etats-unis
2743,spectre,245000000,150,2203549,1,aventure - action, Tous publics ,PG,70403148.0,902,sony pictures,,1,2015,Autre
2744,speed,30000000,116,711565,1,aventure - action, Tous publics ,R,14456194.0,418,20th century fox,,0,1994,etats-unis
2745,speed 2,110000000,130,503700,1,aventure - action, Tous publics ,PG,16158942.0,450,ufd,,0,1997,etats-unis
2746,speed racer,120000000,135,61860,0,aventure - action, Tous publics ,PG,18561337.0,277,warner bros.,,0,2008,etats-unis
2747,sphere,80000000,133,299471,0,science fiction, Tous publics ,PG,14433957.0,374,warner bros.,,0,1998,etats-unis
2748,spider,10000000,98,84371,0,thriller,,,200782.0,172,metropolitan,,1,2002,Autre
2749,spider-man,139000000,121,1903136,1,comicbook, Tous publics ,PG,114844116.0,901,columbia,,1,2002,etats-unis
2750,spider-man 2,210000000,127,2100789,1,comicbook, Tous publics ,PG,88156227.0,880,columbia,,1,2004,etats-unis
2751,spider-man 3,258000000,135,804345,1,comicbook, Tous publics ,PG,151116516.0,850,gaumont sony,,0,2007,etats-unis
2752,spider-man : no way home - version longue,200000000,157,42098,1,comicbook, Tous publics ,PG,5403230.0,320,sony pictures,,0,2022,etats-unis
2753,spider-man: far from home,160000000,129,1370178,1,comicbook, Tous publics ,PG,92579212.0,833,sony pictures,,0,2019,etats-unis
2754,spider-man: homecoming,175000000,133,981189,1,comicbook, Tous publics ,PG,117027503.0,808,sony pictures,,0,2017,etats-unis
2755,spider-man: no way home,200000000,148,2867515,1,comicbook, Tous publics ,PG,260138569.0,882,sony pictures,,0,2021,etats-unis
2756,spirale : l'héritage de saw,20000000,93,33994,1,horreur, Moins de 16 ans ,R,8750034.0,222,metropolitan,,0,2021,etats-unis
2757,spirit : l'indomptable,30000000,85,118045,0,animation, Tous publics ,PG,6101050.0,434,universal,,0,2021,etats-unis
2758,"spirit, l'étalon des plaines",48000000,84,280522,0,animation, Tous publics ,G,17770036.0,497,uip,,1,2002,etats-unis
2759,splice,18961588,107,137963,0,science fiction, Moins de 12 ans ,R,7385277.0,203,gaumont,,0,2010,Autre
2760,split,10000000,116,594427,1,thriller, Moins de 12 ans ,PG,40010975.0,315,universal,,0,2017,etats-unis
2761,spotlight,20000000,128,198197,0,drame, Tous publics ,R,4408252.0,208,warner bros.,,1,2016,etats-unis
2762,spring breakers,2000000,92,277968,0,comédie dramatique, Moins de 12 ans ,R,4858944.0,237,mars distribution,,0,2013,etats-unis
2763,spy,65000000,120,249389,0,comédie, Tous publics ,R,29085719.0,351,20th century fox,,0,2015,etats-unis
2764,spy game jeux d'espions,92000000,127,545164,0,aventure - action, Tous publics ,R,21689125.0,517,metropolitan,,0,2002,etats-unis
2765,spy kids,35000000,90,153774,1,film familial, Tous publics ,PG,26546881.0,545,bac films,,1,2001,etats-unis
2766,spy kids 2 espions en herbe,30000000,100,187008,1,film familial,,PG,16711716.0,400,gbvi,,0,2003,etats-unis
2767,"stalingrad, enemy at the gates",70000000,130,382097,0,guerre, Tous publics ,R,13810266.0,463,pathé,,1,2001,etats-unis
2768,star trek,125000000,128,433725,1,science fiction, Tous publics ,PG,75204289.0,493,paramount,,0,2009,etats-unis
2769,star trek into darkness,185000000,123,433073,1,science fiction, Tous publics ,PG,70165559.0,610,paramount,,0,2013,etats-unis
2770,star trek sans limites,185000000,120,344813,1,science fiction, Tous publics ,PG,59253211.0,603,paramount,,0,2016,etats-unis
2771,star trek: nemesis,60000000,116,45377,1,science fiction,,PG,18513305.0,77,,,1,2003,etats-unis
2772,star wars : la guerre des clones,8500000,98,184563,0,animation, Tous publics ,PG,14611273.0,483,warner bros.,,0,2008,etats-unis
2773,star wars: l'ascension de skywalker,275000000,142,2420710,1,fantasy, Tous publics ,PG,177383864.0,731,walt disney pictures,,1,2019,etats-unis
2774,star wars: le réveil de la force,215000000,136,3801235,1,fantasy, Tous publics ,PG,247966675.0,1093,walt disney pictures,,1,2015,etats-unis
2775,star wars: les derniers jedi,200000000,151,2510462,1,fantasy, Tous publics ,PG,220009584.0,1027,walt disney pictures,,1,2017,etats-unis
2776,stardust - le mystère de l'étoile,70000000,128,180954,0,fantasy, Tous publics ,PG,9169779.0,342,paramount,,0,2007,etats-unis
2777,stargate,55000000,119,634006,0,science fiction,,PG,16651018.0,262,amlf,,0,1995,etats-unis
2778,starship troopers,95000000,135,459531,0,science fiction, Moins de 12 ans ,R,22058773.0,491,gbvi,,0,1998,etats-unis
2779,starsky & hutch,60000000,100,657019,0,comédie, Tous publics ,PG,28103367.0,612,gbvi,,0,2004,etats-unis
2780,stay,50000000,100,101633,0,thriller, Tous publics ,R,2188199.0,178,20th century fox,,0,2006,etats-unis
2781,steve jobs,30000000,122,92271,0,drame, Tous publics ,R,7105735.0,140,universal,,0,2016,etats-unis
2782,stigmata,32000000,102,155343,0,horreur, Moins de 12 ans ,R,18309666.0,188,uip,,0,2000,etats-unis
2783,still alice,5000000,99,69834,0,drame, Tous publics ,PG,2166000.0,72,sony pictures,,0,2015,etats-unis
2784,stillwater,20000000,140,135483,0,thriller,,R,5188150.0,462,universal,,0,2021,etats-unis
2785,stoker,12000000,100,56736,0,drame, Moins de 12 ans ,R,160547.0,50,20th century fox,,0,2013,etats-unis
2786,stone,22000000,105,71550,0,thriller, Tous publics ,R,75766.0,105,metropolitan,,0,2011,etats-unis
2787,street dance 3d,7000000,95,209396,1,musical, Tous publics ,,,209,metropolitan,,0,2010,Autre
2788,"street fighter, l'ultime combat",35000000,100,412978,0,aventure - action, Tous publics ,PG,9508030.0,306,columbia,,0,1995,etats-unis
2789,strictly criminal,53000000,123,185014,0,thriller, Moins de 12 ans ,R,22635037.0,275,warner bros.,,1,2015,etats-unis
2790,stuart little,103000000,92,682400,1,film familial, Tous publics ,PG,15018223.0,568,columbia,,1,2000,etats-unis
2791,stuart little 2,120000000,78,313926,1,film familial,,PG,15115152.0,614,columbia,,1,2002,etats-unis
2792,studio 54,13000000,105,66790,0,comédie, Moins de 12 ans ,R,6611532.0,173,bac films,,0,1999,etats-unis
2793,sublimes créatures,60000000,124,438226,0,fantasy, Tous publics ,PG,7582595.0,518,snd,,0,2013,etats-unis
2794,suicide squad,175000000,130,1108407,0,comicbook, Tous publics ,PG,133682248.0,667,warner bros.,,0,2016,etats-unis
2795,suite française,15000000,107,124302,0,guerre, Tous publics ,,,318,ugc distribution,,0,2015,france
2796,sully,60000000,96,505048,0,drame, Tous publics ,PG,35028301.0,480,warner bros.,,0,2016,etats-unis
2797,summer of sam,22000000,142,66228,0,thriller, Moins de 12 ans ,R,5952452.0,94,opening dist.,,0,2000,etats-unis
2798,super 8,50000000,112,734715,0,science fiction, Tous publics ,PG,35451168.0,522,paramount,,0,2011,etats-unis
2799,"super mario bros, le film",100000000,92,1866914,0,animation, Tous publics ,PG,146361865.0,738,universal,,1,2023,etats-unis
2800,super noël,13000000,97,179748,1,film familial,,PG,19321992.0,250,gbvi,,0,1995,etats-unis
2801,super héros movie,35000000,85,95361,0,comédie, Tous publics ,PG,9510297.0,172,tfm distribution,,0,2008,etats-unis
2802,super-héros malgré lui,15400000,82,576138,0,comédie, Tous publics ,,,688,studiocanal,,0,2022,france
2803,supercondriaque,31680588,107,2151921,0,comédie, Tous publics ,,,836,pathé,,0,2014,france
2804,supergrave,20000000,114,200505,0,comédie, Tous publics ,R,33052411.0,280,sony pictures,,0,2007,etats-unis
2805,superman returns,260000000,154,640412,0,comicbook, Tous publics ,PG,52535096.0,818,warner bros.,,1,2006,etats-unis
2806,sur la piste du marsupilami,39376400,105,1728270,0,film familial, Tous publics ,,,805,pathé,,0,2012,france
2807,sur la route,19281936,137,150754,0,drame, Tous publics ,R,39550.0,357,mk2 diffusion,,0,2012,etats-unis
2808,sur la route de madison,22000000,135,222900,0,drame, Tous publics ,PG,10519257.0,150,warner bros.,,0,1995,etats-unis
2809,sur mes lèvres,7370000,115,187334,0,aventure - action, Tous publics ,,,229,pathé,,1,2001,france
2810,surveillance,3500000,98,28117,0,thriller, Moins de 12 ans ,R,4590.0,54,wild bunch,,0,2008,etats-unis
2811,surviving picasso,16000000,125,40386,0,drame, Tous publics ,,241815.0,96,warner bros.,,0,1996,Autre
2812,suspect zero,27000000,99,27579,0,thriller, Moins de 12 ans ,R,3446375.0,83,gaumont sony,,0,2005,etats-unis
2813,suspicion,25000000,111,150066,0,thriller, Tous publics ,,109863.0,275,cinédia,,0,2000,etats-unis
2814,suzanne,3904359,94,95099,0,drame, Tous publics ,,,140,mars distribution,,0,2013,france
2815,"sweeney todd, le diabolique barbier de fleet street",50000000,116,507434,0,musical, Moins de 12 ans ,R,9300805.0,365,warner bros.,,0,2008,etats-unis
2816,sweet november,40000000,105,49460,0,romance, Tous publics ,PG,9733954.0,76,,,0,2001,etats-unis
2817,swimming pool,6100000,102,297591,0,thriller, Tous publics ,R,690088.0,360,mars distribution,,0,2003,france
2818,syriana,50000000,126,272047,0,thriller, Tous publics ,R,11737143.0,274,warner bros.,,1,2006,etats-unis
2819,sécurité rapprochée,85000000,116,326572,0,thriller, Tous publics ,R,40172720.0,309,universal,,0,2012,etats-unis
2820,séduis-moi si tu peux !,40000000,125,122000,0,comédie, Tous publics ,R,9740064.0,294,snd,,0,2019,etats-unis
2821,séraphine,3622419,123,97246,0,drame, Tous publics ,,38637.0,161,diaphana,,0,2008,france
2822,t2: trainspotting,18000000,117,75702,0,film familial,,R,170575.0,254,sony pictures,,0,2017,Autre
2823,"tmnt, les tortues ninja (2007)",34000000,90,87463,1,animation, Tous publics ,PG,24255205.0,400,warner bros.,,0,2007,etats-unis
2824,tais-toi,27440000,85,900106,0,comédie, Tous publics ,,,605,gbvi,,0,2003,france
2825,take shelter,5000000,118,89421,0,drame, Tous publics ,R,52041.0,91,ad vitam,,0,2012,etats-unis
2826,taken,19407740,85,291414,1,aventure - action, Moins de 12 ans ,PG,24717037.0,350,europacorp,,0,2008,france
2827,taken 2,37112088,98,1231066,1,thriller, Tous publics ,PG,49514769.0,561,europacorp,,0,2012,france
2828,taken 3,51460336,103,1192842,1,thriller, Tous publics ,PG,39201657.0,564,europacorp,,0,2015,france
2829,takers,32000000,107,66734,0,aventure - action, Tous publics ,PG,20512304.0,133,sony pictures,,0,2010,etats-unis
2830,"taking lives, destins volés",45000000,103,224246,0,thriller, Moins de 12 ans ,R,11458465.0,250,warner bros.,,0,2004,etats-unis
2831,tango (1993),639792,88,172045,0,comédie, Tous publics ,,,148,amlf,,0,1993,france
2832,tanguy,16740000,108,883961,0,comédie,,,,550,ufd,,0,2001,france
2833,target (2012),65000000,97,186074,0,aventure - action, Tous publics ,PG,17405930.0,406,20th century fox,,0,2012,etats-unis
2834,tarzan,150000000,88,1435561,0,animation, Tous publics ,G,34221968.0,756,gbvi,,0,1999,etats-unis
2835,tarzan (2016),180000000,109,492673,0,aventure - action, Tous publics ,PG,38527856.0,535,warner bros.,,0,2016,etats-unis
2836,taxi,8100000,86,795989,1,comédie, Tous publics ,,,400,arp selection,,0,1998,france
2837,taxi 2,10700000,90,3478850,1,comédie, Tous publics ,,,831,arp selection,,0,2000,france
2838,taxi 3,14490000,90,2251493,1,comédie, Tous publics ,,,969,arp selection,,0,2003,france
2839,taxi 4,17316532,91,2010736,1,comédie, Tous publics ,,,867,europacorp,,0,2007,france
2840,taxi 5,20390000,100,1524218,1,aventure - action, Tous publics ,,,800,europacorp,,0,2018,france
2841,ted,50000000,107,418035,0,comédie, Tous publics ,R,54415205.0,348,universal,,0,2012,etats-unis
2842,ted 2,85000000,116,415709,0,comédie, Tous publics ,R,33507870.0,405,universal,,0,2015,etats-unis
2843,"telle mère, telle fille",6681700,94,123885,0,comédie, Tous publics ,,,298,gaumont,,0,2017,france
2844,tempête (2022),12000000,109,227057,0,comédie dramatique, Tous publics ,,,578,pathé,,0,2022,france
2845,tempête de boulettes géantes,100000000,81,203296,0,animation, Tous publics ,PG,30304648.0,609,sony pictures,,0,2009,etats-unis
2846,tempête de boulettes géantes 2 - l'île des miam-nimaux,78000000,95,207249,0,animation, Tous publics ,PG,34017930.0,534,sony pictures,,0,2014,etats-unis
2847,tenet,205000000,150,948378,0,science fiction, Tous publics ,PG,9353090.0,678,warner bros.,,0,2020,etats-unis
2848,terminator 3: le soulèvement des machines,200000000,109,1506449,1,science fiction,,R,44041440.0,849,columbia,,0,2003,etats-unis
2849,terminator renaissance,185000000,114,756323,1,science fiction, Tous publics ,PG,42558390.0,752,sony pictures,,1,2009,etats-unis
2850,terminator: dark fate,185000000,128,449453,1,science fiction,,R,29033832.0,455,20th century fox,,0,2019,etats-unis
2851,terminator: genisys,170000000,126,666495,1,science fiction, Tous publics ,PG,27018486.0,770,paramount,,0,2015,etats-unis
2852,terra willy - planète inconnue,5100000,90,38346,0,animation, Tous publics ,,,275,bac films,,0,2019,france
2853,terre des ours,4986936,87,56641,0,documentaire, Tous publics ,,,197,paramount,,0,2014,france
2854,terre neuve,35000000,112,56630,0,drame, Tous publics ,R,1205174.0,165,gbvi,,0,2002,etats-unis
2855,thank you for smoking,6500000,92,97914,0,comédie, Tous publics ,R,4491102.0,158,haut et court,,0,2006,etats-unis
2856,thanksgiving : la semaine de l'horreur,15000000,107,75871,0,horreur, Moins de 16 ans ,R,10306272.0,200,sony pictures,,0,2023,etats-unis
2857,the amazing spider-man,230000000,136,1014724,0,comicbook, Tous publics ,PG,62004688.0,798,sony pictures,,1,2012,etats-unis
2858,the amazing spider-man : le destin d'un héros,200000000,141,1249001,0,comicbook, Tous publics ,PG,91608337.0,837,sony pictures,,1,2014,etats-unis
2859,the american,20000000,105,308290,0,thriller, Tous publics ,R,13177790.0,318,mars distribution,,0,2010,etats-unis
2860,the artist,13473753,100,443269,0,comédie dramatique, Tous publics ,PG,2371803.0,295,warner bros.,,0,2011,france
2861,the barber: l'homme qui n'était pas là,20000000,116,130537,0,comédie, Tous publics ,R,664404.0,157,bac films,,0,2001,etats-unis
2862,the batman,185000000,133,1165588,0,comicbook, Tous publics ,PG,134008624.0,737,warner bros.,,0,2022,etats-unis
2863,the big lebowski,15000000,117,163979,0,comédie, Tous publics ,R,5533844.0,128,polygram,,0,1998,etats-unis
2864,the big short : le casse du siècle,28000000,130,307638,0,film familial, Tous publics ,R,10531026.0,303,paramount,,0,2015,etats-unis
2865,the bling ring,5845732,90,171401,0,drame, Tous publics ,R,2001903.0,205,pathé,,0,2013,etats-unis
2866,the box,25000000,115,187209,0,thriller, Tous publics ,PG,7571417.0,214,wild bunch,,0,2009,etats-unis
2867,the boyfriend - pourquoi lui ?,38000000,111,72791,0,comédie, Tous publics ,R,11002986.0,146,20th century fox,,0,2017,etats-unis
2868,the call,13000000,94,94501,0,thriller, Moins de 12 ans ,R,17118745.0,213,ugc distribution,,0,2013,etats-unis
2869,the cell,33000000,107,232083,0,thriller, Moins de 12 ans ,R,17515050.0,327,metropolitan,,1,2000,etats-unis
2870,the circle,18000000,110,154698,0,thriller, Tous publics ,PG,9034148.0,307,mars distribution,,1,2017,etats-unis
2871,the company men,15000000,109,89737,0,drame, Tous publics ,R,647797.0,147,gaumont,,0,2011,etats-unis
2872,the constant gardener,25000000,128,215237,0,drame,,R,8673803.0,198,mars distribution,,0,2005,etats-unis
2873,the crow: la cité des anges,13000000,85,187908,1,fantasy, Moins de 12 ans ,R,9785111.0,224,metropolitan,,0,1997,etats-unis
2874,the danish girl,15000000,120,118481,0,drame, Tous publics ,R,187318.0,269,universal,,1,2016,etats-unis
2875,the dark knight rises,250000000,165,1835547,1,comicbook, Tous publics ,PG,160887295.0,892,warner bros.,,1,2012,etats-unis
2876,"the dark knight, le chevalier noir",185000000,150,1271688,1,comicbook, Tous publics ,PG,158411483.0,820,warner bros.,,1,2008,etats-unis
2877,the descendants,35000000,115,286081,0,comédie dramatique, Tous publics ,R,4380138.0,235,20th century fox,,0,2012,etats-unis
2878,the dictator,65000000,83,411656,0,comédie, Tous publics ,R,17435092.0,336,20th century fox,,0,2012,etats-unis
2879,the duchess,20980776,110,99747,0,drame, Tous publics ,PG,3304841.0,127,pathé,,0,2008,etats-unis
2880,the equalizer 2,62000000,121,359680,1,thriller, Moins de 12 ans ,R,36011640.0,406,sony pictures,,0,2018,etats-unis
2881,the expendables 3,90000000,127,590362,1,aventure - action, Tous publics ,PG,15879645.0,585,metropolitan,,1,2014,etats-unis
2882,the eye (2008),22000000,97,143604,0,horreur, Tous publics ,PG,12425776.0,186,mars distribution,,0,2008,etats-unis
2883,the fabelmans,40000000,151,367332,0,drame, Tous publics ,PG,2261110.0,502,universal,,1,2023,etats-unis
2884,the faculty,15000000,101,407873,0,horreur, Moins de 12 ans ,R,11633495.0,424,bac films,,0,1999,etats-unis
2885,the father,6000000,97,153927,0,drame, Tous publics ,PG,,407,ugc distribution,,0,2021,Autre
2886,the finest hours,70000000,109,53209,0,aventure - action, Tous publics ,PG,10288932.0,202,walt disney pictures,,0,2016,etats-unis
2887,the flash,220000000,144,388700,0,comicbook, Tous publics ,PG,55043679.0,664,warner bros.,,0,2023,etats-unis
2888,the florida project,2000000,115,44897,0,drame, Tous publics ,R,157553.0,93,le pacte,,0,2017,etats-unis
2889,the foreigner,35000000,114,79546,0,aventure - action, Tous publics ,R,13113024.0,121,metropolitan,,0,2017,Autre
2890,the fountain,35000000,98,84542,0,science fiction, Tous publics ,PG,,150,tfm distribution,,0,2006,etats-unis
2891,the french dispatch,25000000,103,197450,0,comédie dramatique, Tous publics ,R,2602152.0,241,walt disney pictures,,1,2021,etats-unis
2892,the full monty,3500000,92,314057,0,comédie, Tous publics ,R,2914175.0,113,ufd,,0,1997,Autre
2893,the game,50000000,128,552994,0,aventure - action, Tous publics ,R,14337029.0,352,polygram,,1,1997,etats-unis
2894,the gentlemen,22000000,113,238040,0,thriller,,R,10651884.0,368,snd,,0,2020,etats-unis
2895,the ghost writer,29616354,128,323969,0,thriller, Tous publics ,PG,2063595.0,292,pathé,,1,2010,france
2896,the giver,25000000,91,149333,0,science fiction, Tous publics ,PG,12305016.0,272,studiocanal,,0,2014,etats-unis
2897,the good german,32000000,105,67323,0,guerre, Tous publics ,R,76817.0,123,warner bros.,,1,2007,etats-unis
2898,the good girl,8000000,90,61533,0,drame,,R,2919450.0,68,mars distribution,,0,2003,etats-unis
2899,the good criminal,30000000,92,116387,0,aventure - action,,PG,4115249.0,376,metropolitan,,0,2020,etats-unis
2900,the grand budapest hotel,30000000,100,405061,0,comédie dramatique, Tous publics ,R,8539795.0,172,20th century fox,,1,2014,etats-unis
2901,the greatest showman,84000000,105,230190,0,musical, Tous publics ,PG,8805843.0,348,20th century fox,,0,2018,etats-unis
2902,the green hornet (2011),120000000,108,276619,0,aventure - action, Tous publics ,PG,33526876.0,495,sony pictures,,1,2011,etats-unis
2903,"the grudge: ne pas oublier, ne jamais pardonner",10000000,91,250456,1,horreur, Moins de 12 ans ,PG,39128715.0,324,metropolitan,,0,2004,etats-unis
2904,the hit girls,17000000,112,71237,1,comédie, Tous publics ,PG,14846830.0,165,universal,,0,2013,etats-unis
2905,the holiday,85000000,138,399396,0,romance, Tous publics ,PG,12778913.0,413,uip,,1,2006,etats-unis
2906,the hours,25000000,114,190274,0,drame, Tous publics ,PG,4644924.0,186,tfm distribution,,0,2003,etats-unis
2907,the iceman,10000000,103,54356,0,thriller, Tous publics ,R,87946.0,110,metropolitan,,0,2013,etats-unis
2908,the imitation game,15000000,113,297339,0,comédie dramatique, Tous publics ,PG,7932292.0,265,studiocanal,,1,2015,etats-unis
2909,the immigrant,16500000,117,146077,0,drame, Tous publics ,R,44064.0,242,wild bunch,,0,2013,etats-unis
2910,the impossible,45000000,107,223832,0,drame, Tous publics ,PG,2755384.0,261,snd,,0,2012,Autre
2911,the infiltrator,47500000,127,84859,0,thriller, Tous publics ,R,5303775.0,252,arp selection,,0,2016,etats-unis
2912,the informant,22000000,108,122564,0,thriller, Tous publics ,R,10464314.0,255,warner bros.,,0,2009,etats-unis
2913,the island,122000000,132,630433,0,science fiction, Tous publics ,PG,12409070.0,640,warner bros.,,0,2005,etats-unis
2914,the jacket,25000000,102,179700,0,thriller, Moins de 12 ans ,R,2723682.0,224,arp selection,,0,2005,etats-unis
2915,the karate kid (2010),40000000,126,537271,0,aventure - action, Tous publics ,PG,55665805.0,530,sony pictures,,1,2010,etats-unis
2916,the killer inside me,13000000,109,62584,0,thriller, Moins de 12 ans ,R,11083.0,66,mars distribution,,0,2010,etats-unis
2917,the king's man : première mission,100000000,131,336793,0,aventure - action, Tous publics ,R,5915542.0,503,walt disney pictures,,0,2021,Autre
2918,the little man,64000000,90,121422,0,comédie,,PG,21613176.0,178,gaumont sony,,0,2006,etats-unis
2919,the lobster,4081365,118,91237,0,comédie dramatique, Tous publics ,R,190252.0,126,haut et court,,0,2015,Autre
2920,the lost city of z,30000000,141,150045,0,aventure - action, Tous publics ,PG,2121540.0,162,studiocanal,,0,2017,etats-unis
2921,the majestic,72000000,152,51858,0,drame,,PG,4904339.0,147,warner bros.,,0,2002,etats-unis
2922,the man who cried,20170000,97,40847,0,drame, Tous publics ,,147506.0,65,mars distribution,,0,2001,etats-unis
2923,the marvels,220000000,105,369007,0,comicbook, Tous publics ,PG,46110859.0,543,walt disney pictures,,0,2023,etats-unis
2924,the mask,18000000,100,840349,0,comédie, Tous publics ,PG,23117068.0,293,amlf,,0,1994,etats-unis
2925,the master,32000000,137,112747,0,drame, Tous publics ,R,4391092.0,113,metropolitan,,0,2013,etats-unis
2926,the million dollar hotel,8000000,121,187130,0,drame, Tous publics ,,29483.0,200,capitol films,,0,2000,Autre
2927,the monuments men,70000000,110,687930,0,aventure - action, Tous publics ,PG,22003433.0,524,20th century fox,,1,2014,etats-unis
2928,the mortal instruments : la cité des ténèbres,31165420,120,200641,0,fantasy, Tous publics ,PG,9336957.0,387,ugc distribution,,0,2013,etats-unis
