titre,genres,langue,pays,pegi,duree,annee,director_x,scenaristes,casting_principal,casting_complet,actors,director_y,entrees_fr,nationalite,semaine_fr,studio,title,titre_original,continent
ali & ava,"['Drame', 'Romantique']",['Anglais'],Royaume-Uni,Tous publics,95,2021,Clio Barnard,Clio Barnard,"['Clio Barnard', 'Clio Barnard', 'Casting principal']","['Adeel Akhtar', 'Claire Rushbrook', 'Macy Shackleton', 'Shaun Thomas', 'Thomas Skelly', 'Isaac Gale', 'Travis Liversidge', 'Elliott Liversidge', 'Ellora Torchia', 'Vinny Dhillon', 'Runa Begum', 'Ryan Hall', 'Barnabás Bodor', 'Ariana Bodorová', 'Fatima Bodorová', 'Sarlota Nagyová', 'Barnabás Nagy', 'Shazia Bibi']","Adeel Akhtar,Claire Rushbrook,Ellora Torchia","Clio Barnard,Clio Barnard",10476,grande-bretagne,02/03/2022,rezo films,ali & ava,pas de titre original,Europe
monday,"['Drame', 'Romantique']","['Anglais', 'Grec']",Royaume-Uni,R,116,2020,Argyris Papadimitropoulos,Argyris Papadimitropoulos,"['Argyris Papadimitropoulos', 'Rob Hayes', 'Argyris Papadimitropoulos']","['Denise Gough', 'Sebastian Stan', 'Yorgos Pirpassopoulos', 'Michalis Laios', 'Mihalis Alexakis', 'Giorgos Valais', 'Vangelis Mourikis', 'Foivos Kontogiannis', 'Ilektra Gouzeli', 'Dimitris Dermousis', 'Giannis Xintaras', 'Stratis Kouinis', 'Amalia Zacharopoulou', 'Chrysanthi Tsoukala', 'Elias Ledakis', 'Panagos Ioakeim', 'Eirini Aivaliotou', 'Grigoris Sarantis']","Sebastian Stan,Denise Gough,Yorgos Pirpassopoulos","Argyris Papadimitropoulos,Argyris Papadimitropoulos,Rob Hayes",18767,u.s.a.,16/04/2021,,monday,pas de titre original,Europe
un été comme ça,['Drame'],"['Français', 'Allemand']",Canada,,137,2022,Denis Côté,Denis Côté,"['Denis Côté', 'Denis Côté', 'Casting principal']","['Larissa Corriveau', 'Aude Mathieu', 'Laure Giappiconi', 'Anne Ratte-Polle', 'Samir Guesmi', 'Josée Deschênes', 'Marie-Claude Guérin', 'Anissa Lahyane', 'Oliver Albin', 'Mattis Savard-Verhoeven', 'Karl-Patrice Dupuis', 'Gabriel Schor', 'Jean-Michel Brisson', 'William Desiardins', 'Guillaume Tremblay', 'Gabrielle Marin', 'Jules Ronfard', 'Andrew Michael Albanese']","Larissa Corriveau,Aude Mathieu,Laure Giappiconi","Denis Côté,Denis Côté",472,canada,27/07/2022,shellac,un été comme ça,pas de titre original,Amérique du Nord
le piège de huda,"['Drame', 'Thriller']",['Arabe'],Égypte,R,91,2021,Hany Abu-Assad,Hany Abu-Assad,"['Hany Abu-Assad', 'Hany Abu-Assad', 'Casting principal']","['Maisa Abd Elhadi', 'Ali Suliman', 'Manal Awad', 'Jalal Masarwa', 'Omar Abu Amer', 'Samer Bisharat', 'Najah Abu El Heija', 'Kamel El Basha', 'Angham Khalil', 'Nelly Salman', 'Munther Banoura', 'Samah Mahmoud', 'Tamara Abu Laban', 'Ziad Jarjoura', 'Rita Taha', 'Vivien Sansour', 'Amira Diab', 'Tareo Abu Salameh']","Ali Suliman,Maisa Abd Elhadi,Manal Awad","Hany Abu-Assad,Hany Abu-Assad",3389,palestine,01/02/2023,destiny films,le piège de huda,huda's salon,Afrique
marché noir,"['Policier', 'Drame', 'Thriller']","['Persan', 'Arabe']",Iran,,102,2020,Abbas Amini,Abbas Amini,"['Abbas Amini', 'Abbas Amini', 'Hossein Farokhzadeh']","['Amirhossein Fathi', 'Mani Haghighi', 'Baran Kosari', 'Hassan Pourshirazi', 'Hamed Alipour', 'Sepideh Mazaheri', 'Vahid Nafar', 'Shaker Mousavi', 'Roham Gholikhani', 'Gholam Ali Jalalieh', 'Fatemeh Khazaei', 'Rouhieh Mahmoudi', 'Mani Masoumi', 'Golbarg Tehranzad']","Amirhosein Fathi,Mani Haghighi,Baran Kosari","Abbas Amini,Abbas Amini,Hossein Farokhzadeh",1364,iran,05/01/2022,l'atelier distribution,marché noir,koshtargah,Asie
buladó,['Drame'],"['Papiamento', 'Néerlandais']",Antilles néerlandaises,,87,2020,Eché Janga,Eché Janga,"['Eché Janga', 'Esther Duysker', 'Eché Janga']","['Tiara Richards', 'Felix de Rooy', 'Everon Jackson Hooi', 'Vanessa Abad', 'Bert Aengenendt', 'Esperanza Copini', 'Alexander Rudolph Hanst', 'Chanella Hodge', 'Janise Maria Hooi', 'Alex de Lanoy', 'Mimoushka Lieuw', 'Idelma Mercelina', 'Juric Phelipa', 'Zahavi Ricardo', 'Erik de Vries', 'Brend Kouijzer']","Tiara Richards,Everon Jackson Hooi,Felix de Rooy","Eché Janga,Eché Janga,Esther Duysker",1052,pays-bas,09/02/2022,les films du préau,buladó,pas de titre original,Amérique du Nord
sweat,['Drame'],"['Polonais', 'Anglais']",Pologne,Unrated,106,2020,Magnus von Horn,Magnus von Horn,"['Magnus von Horn', 'Magnus von Horn', 'Casting principal']","['Magdalena Kolesnik', 'Julian Swiezewski', 'Aleksandra Konieczna', 'Zbigniew Zamachowski', 'Tomasz Orpinski', 'Lech Lotocki', 'Magdalena Kuta', 'Dominika Biernat', 'Katarzyna Dziurska', 'Wiktoria Filus', 'Bartosz Sak', 'Edgar Griszczuk', 'Dorota Zieciowska', 'Katarzyna Cynke', 'Bogna Defecinska', 'Mateusz Król', 'Anna Kalczynska', 'Andrzej Soltysik']","Magdalena Kolesnik,Julian Swiezewski,Aleksandra Konieczna","Magnus von Horn,Magnus von Horn",8396,suède,15/06/2022,arp sélection,sweat,pas de titre original,Europe
journey to bethlehem,"['Aventure', 'Famille', 'Comédie Musicale']","['Anglais', 'Français']",États-Unis,PG,99,2023,Adam Anders,Adam Anders,"['Adam Anders', 'Adam Anders', 'Peter Barsocchini']","['Fiona Palomo', 'Milo Manheim', 'Antonio Banderas', 'Joel Smallbone', 'Rizwan Manji', 'Geno Segers', 'Omid Djalili', 'Lecrae', 'Moriah', 'Stephanie Gil', 'Antonio Cantos', 'Maria Pau Pigem', 'Antonio Gil', 'Alicia Borrachero', 'Yaël Belicha', 'José María Rueda', 'Pedro Aijon', 'Zoé Arnao']","Fiona Palomo,Milo Manheim,Antonio Banderas","Adam Anders,Adam Anders,Peter Barsocchini",2425000,u.s.a.,10/11/2023,,journey to bethlehem,pas de titre original,Amérique du Nord
digger,['Drame'],['Grec'],Grèce,,101,2020,Georgis Grigorakis,Georgis Grigorakis,"['Georgis Grigorakis', 'Georgis Grigorakis', 'Maria Votti']","['Vangelis Mourikis', 'Argyris Pandazaras', 'Sofia Kokkali', 'Theo Alexander', 'Vasilis Anastasiou', 'Vassilis Bisbikis', 'Alexandros Iatropoulos', 'Michalis Iatropoulos', 'Pavlos Iordanopoulos', 'Konstantinos Koukoulis', 'Stefanos Koutsardakis', 'Marianthi Pantelopoulou', 'Antonis Tsiotsiopoulos']","Vangelis Mourikis,Argyris Pandazaras,Sofia Kokkali","Georgis Grigorakis,Georgis Grigorakis,Vangelis Mourikis",1524,grèce,21/07/2021,jhr films,digger,pas de titre original,Europe
les mystères de barcelone,"['Drame', 'Historique', 'Horreur']","['Catalan', 'Espagnol']",Espagne,,103,2020,Lluís Danés,Lluís Danés,"['Lluís Danés', 'Lluís Arcarazo', 'María Jaén']","['Roger Casamajor', 'Nora Navas', 'Bruna Cusí', 'Sergi López', 'Mario Gas', 'Pablo Derqui', 'Lola Darbra', 'Queralt Cruz', 'Núria Prims', 'Francesca Piñón', 'Francesc Orella', 'Miranda Gas', 'Anna Alarcón', 'Alejandra Howard', 'Francesc Colomer', 'Albert Pérez', 'Iván Morales', 'Boris Ruiz']","Nora Navas,Roger Casamajor,Bruna Cusí","Lluis Danès,Maria Jaén,Lluís Arcarazo",2581,espagne,28/09/2022,destiny films,les mystères de barcelone,la vampira de barcelona,Europe
medusa,"['Fantastique', 'Horreur', 'Thriller']",['Portugais'],Brésil,Unrated,132,2021,Anita Rocha da Silveira,Anita Rocha da Silveira,"['Anita Rocha da Silveira', 'Anita Rocha da Silveira', 'Casting principal']","['Mari Oliveira', 'Lara Tremouroux', 'Joana Medeiros', 'Felipe Frazão', 'Thiago Fragoso', 'Bruna G.', 'Bruna Linzmeyer', 'Carol Romano', 'Fernanda Lasevitch', 'Isadora Ruppert', 'Julianna Pimenta', 'Anita Chaves', 'Natália Balbino', 'João Oliveira', 'Arthur Santileone', 'Bruno Marques', 'Gui Heck', 'João Gana']","Mari Oliveira,Lara Tremouroux,Joana Medeiros","Anita Rocha da Silveira,Anita Rocha da Silveira",1316,brésil,16/03/2022,wayna pitch,medusa,pas de titre original,Amérique du Sud
zébulon le dragon et les médecins volants,"['Animation', 'Comédie', 'Famille']",['Anglais'],Royaume-Uni,,0,Téléfilm,Sean P. Mullen,Sean P. Mullen,"['Sean P. Mullen', 'Scénario', 'Julia Donaldson']","['Lenny Henry', 'Patsy Ferran', 'Daniel Ings', 'Hugh Skinner', 'Alexandra Roach', 'Mark Bonnar', 'Lucian Msamati', 'Rob Brydon', 'Rosabel Lawson', 'Tim Hands']","Lenny Henry,Patsy Ferran,Daniel Ings",Sean Mullen,14300,grande-bretagne,20/10/2021,les films du préau,zébulon le dragon et les médecins volants,zog and the flying doctors,Europe
hors du monde,['Thriller'],['Français'],France,,96,2020,Marc Fouchard,Marc Fouchard,"['Marc Fouchard', 'Scénario', 'Marc Fouchard']","['Kévin Mischel', 'Aurélia Poirier', 'Geneviève Casile', 'June Assal', 'Claire Ganaye', 'Dominique Frot', 'Ambre Larrazet', 'Jean-Louis Garçon', 'Leslie Carles', 'Patrick Fouchard', 'Martin Pautard', 'Tadrina Hocking', 'Lucien Fouchard', 'Liza Paturel', 'Magali Créton', 'Monia Moula', 'Anne-Sophie Bailly', 'Eugénie Leclercq']","Kevin Mischel,Aurélia Poirier,June Assal","Marc Fouchard,Marc Fouchard",40,france,19/01/2022,next film distribution,hors du monde,pas de titre original,Europe
four good days,['Drame'],['Anglais'],Canada,R,100,2020,Rodrigo García,Rodrigo García,"['Rodrigo García', 'Scénario', 'Eli Saslow']","['Mila Kunis', 'Carla Gallo', 'Glenn Close', 'Stephen Root', 'Gloria Garayua', 'Rebecca Tilney', 'Carlos Lacamara', 'Kim Delgado', 'Audrey Lynn', 'Nicholas Oteri', 'Joshua Leonard', 'Rebecca Field', 'Erica Burns', 'Pam Cook', 'Gabriela Flores', 'Emanuel Loarca', 'Chad Lindberg', 'Violet Brinson']","Mila Kunis,Glenn Close,Stephen Root","Rodrigo García,Rodrigo García",298358,u.s.a.,2021/05/2021,1 nomination,four good days,pas de titre original,Amérique du Nord
la cure,"['Comédie', 'Drame']",['Français'],France,Tous publics,81,2021,Simon Rembado,Simon Rembado,"['Simon Rembado', 'Clément Schneider', 'Simon Rembado']","['Simon Bourgade', 'Loic Renard', 'Sarah Brannens', 'Yeelem Jappain', 'Angèle Peyrade', ""Antoine Prud'homme de la Boussinière"", 'Etienne Durot', 'Julie Roux', 'Simon Rembado']","Simon Bourgade,Sarah Brannens,Etienne Durot","Simon Rembado,Clément Schneider",28,france,08/09/2021,shellac,la cure,pas de titre original,Europe
la dernière nuit de lise broholm,['Drame'],['Danois'],Danemark,,86,2021,Tea Lindeburg,Tea Lindeburg,"['Tea Lindeburg', 'Tea Lindeburg', 'Marie Bregendahl']","['Flora Ofelia Hofmann Lindahl', 'Ida Cæcilie Rasmussen', 'Palma Lindeburg Leth', 'Anna-Olivia Øster Coakley', 'Flora Augusta', 'Kirsten Olesen', 'Lisbet Dahl', 'Stine Fischer Christensen', 'Thure Lindhardt', 'Albert Rudbeck Lindhardt', 'Emil Hornemann Juel', 'Alfred Røssel Læsø', 'Ingrid Thunbo Ilskov', 'Ida Hornemann Juel', 'Villads Røygaard', 'Jesper Asholt', 'Hanne Hedelund', 'Kristine Wittenbjerg']","Flora Ofelia Hofman Lindahl,Ida Cæcilie Rasmussen,Thure Lindhardt","Tea Lindeburg,Tea Lindeburg",4306,danemark,21/09/2022,ufo distribution,la dernière nuit de lise broholm,du som er i himlen,Europe
introduction,['Drame'],['Coréen'],Corée du Sud,,66,2021,Hong Sang-soo,Hong Sang-soo,"['Hong Sang-soo', 'Hong Sang-soo', 'Casting principal']","['Shin Seok-ho', 'Mi-so Park', 'Young-ho Kim', 'Gi Ju-bong', 'Seo Young-hwa', 'Kim Min-hee', 'Yun-hee Cho', 'Ye Ji-won', 'Ha Seong-guk']","Shin Seokho,Mi-so Park,Kim Young-Ho","Hong Sang-Soo,Hong Sang-Soo",3830,corée du sud,02/02/2022,capricci films,introduction,inteurodeoksyeon,Asie
tom medina,['Drame'],"['Français', 'Occitan', 'Espagnol']",Suisse,Tous publics,100,2021,Tony Gatlif,Tony Gatlif,"['Tony Gatlif', 'Tony Gatlif', 'Casting principal']","['David Murgia', 'Slimane Dazi', 'Karoline Rose Sun', 'Suzanne Aubert', 'Lyes Ouzeri', 'Romain Carbuccia', 'Morgan Deschamps', 'Clément Bouchet', 'Didier Bourguignon', 'Pietro Botte', 'Chloé Catrin', 'Maëlys Rebuttini', 'Fleur Tognet', 'Bence Hortovànyi', 'Adrien Coché', 'Tony Guerrero', 'Auguste Losada', 'Yves Lebas']","David Murgia,Slimane Dazi,Karoline Rose Sun","Tony Gatlif,Tony Gatlif",12011,france,04/08/2021,les films du losange,tom medina,pas de titre original,Europe
dream horse,"['Biographique', 'Comédie', 'Drame']",['Anglais'],Royaume-Uni,Tous publics,113,2020,Euros Lyn,Euros Lyn,"['Euros Lyn', 'Neil McKay', 'Casting principal']","['Toni Collette', 'Owen Teale', 'Alan David', 'Lynda Baron', 'Damian Lewis', 'Karl Johnson', 'Steffan Rhodri', 'Rhys ap William', 'Carwyn Glyn', 'Siân Phillips', 'Benji Wild', ""Anthony O'Donnell"", 'Darren Evans', 'Di Botcher', 'Rekha John-Cheriyan', 'Brian Doherty', 'Asheq Akhtar', 'Max Hutchinson']","Toni Collette,Damian Lewis,Owen Teale","Euros Lyn,Neil McKay",7368,grande-bretagne,04/08/2021,eurozoom,dream horse,pas de titre original,Europe
last words,"['Drame', 'Science-fiction']","['Anglais', 'Italien']",Italie,Tous publics avec avertissement,126,2020,Jonathan Nossiter,Jonathan Nossiter,"['Jonathan Nossiter', 'Scénario', 'Jonathan Nossiter']","['Nick Nolte', 'Kalipha Touray', 'Charlotte Rampling', 'Alba Rohrwacher', 'Stellan Skarsgård', 'Silvia Calderoni', ""Maryam d'Abo"", ""Osemwenoghogho 'Victory' Wilfred"", 'Kane Moussa', 'Vincenzo Del Prete', 'Abdoulay Traoré', 'Giovanni Trono', 'Haidara Cheick Bougadary', 'Jun Ichikawa', 'Pradip Gurung', 'Fiorenzo Madonna', 'Ameer Hamza', 'Cosimo Desii']","Nick Nolte,Kalipha Touray,Charlotte Rampling","Jonathan Nossiter,Jonathan Nossiter,Santiago Amigorena",4297,italie,21/10/2020,jour2fête,last words,pas de titre original,Europe
karnawal,['Drame'],['Espagnol'],Argentine,,95,2020,Juan Pablo Félix,Juan Pablo Félix,"['Juan Pablo Félix', 'Juan Pablo Félix', 'Casting principal']","['Martin Lopez Lacci', 'Alfredo Castro', 'Mónica Lairana', 'Diego Cremonesi', 'Adrián Fondari', 'José Luis Arias', 'Sergio Prina', 'Ángel Apolonio Cruz', 'Fernando E. Lamas Ventura', 'Ramón Alberto Aguilar']","Martin López Lacci,Alfredo Castro,Mónica Lairana","Juan Pablo Félix (II),Juan Pablo Félix (II)",1311,argentine,11/05/2022,bodega films,karnawal,pas de titre original,Amérique du Sud
las niñas,['Drame'],"['Espagnol', 'Catalan']",Espagne,Tous publics,97,2020,Pilar Palomero,Pilar Palomero,"['Pilar Palomero', 'Pilar Palomero', 'Casting principal']","['Andrea Fandos', 'Natalia de Molina', 'Zoé Arnao', 'Julia Sierra', 'Francesca Piñón', 'Ainara Nieto', 'Elisa Martínez', 'Carlota Gurpegui', 'Daniel García', 'Jesusa Andany', 'Neus Pàmies', 'Mercè Mariné', 'Laura Gómez-Lacueva', 'María Teresa Sequeira', 'Luis Palomero', 'Pilar Delgado', 'Conchita Pinilla', 'Purificación Martínez']","Andrea Fandos,Natalia de Molina,Zoe Arnao","Pilar Palomero,Pilar Palomero",5990,espagne,27/10/2021,epicentre films,las niñas,pas de titre original,Europe
les poings desserrés,['Drame'],['No Language'],Russie,Tous publics,97,2021,Kira Kovalenko,Kira Kovalenko,"['Kira Kovalenko', 'Kira Kovalenko', 'Lyubov Mulmenko']","['Milana Aguzarova', 'Alik Karaev', 'Soslan Khugaev', 'Khetag Bibilov', 'Arsen Khetagurov', 'Milana Pagieva']","Milana Aguzarova,Alik Karaev,Soslan Khugaev","Kira Kovalenko,Kira Kovalenko,Anton Yarush",11271,russie,23/02/2022,arp sélection,les poings desserrés,razzhimaya kulaki,Europe
la femme du fossoyeur,['Drame'],['Somalien'],Finlande,,82,2021,Khadar Ayderus Ahmed,Khadar Ayderus Ahmed,"['Khadar Ayderus Ahmed', 'Khadar Ayderus Ahmed', 'Casting principal']","['Omar Abdi', 'Yasmin Warsame', 'Kadar Abdoul-Aziz Ibrahim', 'Samaleh Ali Obsieh', 'Hamdi Ahmed Omar', 'Sermaan Abdoulkader Omar', 'Awa Ali Nour', 'Amina Ayanleh Omar', 'Mouhoubo Osman Eleyeh', 'Fardouza Moussa Egueh', 'Lula Ali Ismaïl', 'Fahmi Guirreh Bouh', 'Faiza Ibrahim Aden', 'Mahamoud Abdillahi Abdi', 'Bahja Abdi', 'Houmed Mohamed Houmed', 'Radiya Omar', 'Hamadou Adoita Mohammed']","Omar Abdi,Yasmin Warsame,Kadar Abdoul-Aziz Ibrahim","Khadar Ahmed,Khadar Ahmed",842,finlande,27/04/2022,orange studio / urban distribution,la femme du fossoyeur,the gravedigger’s wife,Europe
coeur errant,['Drame'],"['Espagnol', 'Portugais', 'Anglais']",Argentine,Unrated,112,2021,Leonardo Brzezicki,Leonardo Brzezicki,"['Leonardo Brzezicki', 'Leonardo Brzezicki', 'Casting principal']","['Leonardo Sbaraglia', 'Miranda de la Serna', 'Eva Llorach', 'Iván González', 'Alberto Ajaka', 'Tuca Andrada', 'Rodrigo dos Santos', 'Beatriz Rajland', 'Juan Ignacio Ugüet', 'Benjamín Ruiz', 'Verónica Hassan', 'Vanesa Maja', 'Margarita Molfino', 'Patricio Aramburu', 'Diogo Almeida', 'Etienne Bobenrieth', 'Lourinelson Vladmir', 'Thalita Carauta']","Leonardo Sbaraglia,Miranda de la Serna,Eva Llorach","Leonardo Brzezicki,Leonardo Brzezicki",816,argentine,05/04/2023,optimale distribution,coeur errant,errante corazón,Amérique du Sud
ce qui reste,"['Drame', 'Romantique']","['Allemand', 'Anglais', 'Arabe', 'Turc']",Allemagne,,118,2021,Anne Zohra Berrached,Anne Zohra Berrached,"['Anne Zohra Berrached', 'Stefanie Misrahi', 'Anne Zohra Berrached']","['Canan Kir', 'Roger Azar', 'Darina Al Joundi', 'Hans Jürgen Alf', 'Nicolas Chaoui', 'Ceci Chuh', 'Aziz Dyab', 'Marlene Fahnster', 'Özay Fecht', 'Zeynep Ada Kienast', 'Meral Perin', 'Jana Julia Roth', 'Gina Stiebitz']","Canan Kir,Roger Azar,Özay Fecht","Anne Zohra Berrached,Stefanie Misrahi",1724,allemagne,11/08/2021,haut et court,ce qui reste,die welt wird eine andere sein,Europe
sous le ciel de koutaïssi,"['Comédie', 'Drame', 'Romantique']",['Géorgien'],Géorgie,,150,2021,Aleksandre Koberidze,Aleksandre Koberidze,"['Aleksandre Koberidze', 'Aleksandre Koberidze', 'Casting principal']","['Ani Karseladze', 'Giorgi Bochorishvili', 'Oliko Barbakadze', 'Giorgi Ambroladze', 'Vakhtang Fanchulidze', 'Sofio Tchanishvili', 'Irina Chelidze', 'David Koberidze', 'Sofio Sharashidze', 'Vakhtang Panchulidze']","Giorgi Bochorishvili,Ani Karseladze,Oliko Barbakadze","Aleksandre Koberidze,Aleksandre Koberidze",1914,géorgie,23/02/2022,damned distribution,sous le ciel de koutaïssi,"ras vkhedavt, rodesac cas vukurebt?",Europe
laila in haifa,"['Comédie', 'Drame']","['Hébreu', 'Arabe', 'Anglais']",Israël,,99,2020,Amos Gitai,Amos Gitai,"['Amos Gitai', 'Marie-Jose Sanselme', 'Casting principal']","['Maria Zreik', 'Khawla Ibraheem', 'Bahira Ablassi', 'Naama Preis', 'Tsahi Halevi', 'Makram Khoury', 'Hana Laslo', 'Clara Khoury', 'Hisham Suliman', 'Tom Baum', 'Fayez Abu Haya', 'Asher Lax', 'Andrzej Seweryn', 'Josephine George Nasser', 'Amir Khoury', 'Anuar Jour', 'Waleed Mahamid', 'Muzi Rap']","Maria Zreik,Khawla Ibraheem,Tsahi Halevi","Amos Gitaï,Amos Gitaï,Marie-Jose Sanselme",4920,israël,01/09/2021,epicentre films,laila in haifa,pas de titre original,Asie
residue,"['Drame', 'Horreur', 'Mystère']",['Anglais'],Royaume-Uni,,130,Mini-série télévisée,Casting principal,Casting principal,"['Casting principal', 'Natalia Tena', 'Iwan Rheon']","['Natalia Tena', 'Iwan Rheon', 'Jamie Draven', 'Danny Webb', 'Franz Drameh', 'Adrian Schiller', 'Eleanor Matsuura', 'Brian Ferguson', 'Emilia Jones', 'Tom Goodman-Hill', 'Richenda Carey', 'Christopher Jordan', 'Richard Calder', 'Elina Alminas', 'Aiste S. Gram', 'Richard Crehan', 'Martha Godber', 'Sophie Adams']","Obinna Nwachukwu,Dennis Lindsey,Taline Stewart","Merawi Gerima,Merawi Gerima",1105,u.s.a.,05/01/2022,capricci films,residue,pas de titre original,Europe
les enfants du soleil,['Drame'],['Persan'],Iran,,99,2020,Majid Majidi,Majid Majidi,"['Majid Majidi', 'Nima Javidi', 'Majid Majidi']","['Ali Nasirian', 'Javad Ezati', 'Tannaz Tabatabaei', 'Rouhollah Zamani', 'Mohammad Mahdi Mousavifar', 'Shamila Shirzad', 'Abolfazl Shirzad', 'Mani Ghafouri', 'Safar Mohammadi', 'Ali Ghabeshi', 'Babak Lotfi Khajepasha', 'Malik Akhlaqi', 'Mohammad Asgari', 'Morteza Goodarzvand Chegini', 'Malikdelha', 'Amir Keyvan Masoumi', 'Alireza Nasehi', 'Mohammad Ramezani']","Ali Nassirian,Javad Ezati,Tannaz Tabatabaei","Majid Majidi,Nima Javidi,Majid Majidi",2044,iran,2021/01/2022,bodega films,les enfants du soleil,khorshid,Asie
laissons les morts engloutir les morts,"['Drame', 'Historique']",['Français'],France,Unrated,96,2019,Paul-Anthony Mille,Paul-Anthony Mille,"['Paul-Anthony Mille', 'Pierre Mille', 'Casting principal']","['Stephane Auvray-Nauroy', 'Olav Benestvedt', 'Stéphane Colle', 'Milan Marsauche', 'Milan Marsault', 'Pierre Mille', 'Mathieu Mullier-Griffiths', 'Jean Pereylade', 'Jonathan Pineau Bonetti', 'Alexandre Yterce']","Stéphane Auvray-Nauroy,Olav Benestvedt,Stéphane Colle","Paul-Anthony Mille,Pierre Mille",154,france,04/05/2022,saje distribution,laissons les morts engloutir les morts,pas de titre original,Europe
my love affair with marriage,"['Animation', 'Comédie', 'Drame']",['Anglais'],Luxembourg,Not Rated,107,2022,Signe Baumane,Signe Baumane,"['Signe Baumane', 'Signe Baumane', 'Casting principal']","['Dagmara Dominczyk', 'Michele Pawk', 'Matthew Modine', 'Cameron Monaghan', 'Stephen Lang', 'Erica Schroeder', 'Emma Kenney', ""Anna O'Donoghue"", 'Tanya Franks', 'Clyde Baldo', 'Najla Said', 'Keith Randolph Smith', 'Dan Domingues', 'Florencia Lozano', 'Ruby Modine', 'Carolyn Baeumler', 'Christina Pumariega', 'Tracy Thorne']","Dagmara Dominczyk,Matthew Modine,Michele Pawk","Signe Baumane,Signe Baumane",402,lettonie,07/06/2023,tamasa distribution,my love affair with marriage,pas de titre original,Europe
the house next door: meet the blacks 2,"['Action', 'Comédie', 'Horreur']",['Anglais'],États-Unis,R,97,2021,Deon Taylor,Deon Taylor,"['Deon Taylor', 'Scénario', 'Corey Harrell']","['Mike Epps', 'Katt Williams', 'Lil Duval', 'Zulay Henao', 'Bresha Webb', 'Alex Henderson', 'Tyrin Turner', ""Cory 'Zooman' Miller"", 'Andrew Bachelor', 'Michael Blackson', 'Danny Trejo', 'Gary Owen', 'Jena Frumes', 'Snoop Dogg', 'Matt Barnes', 'Shamea Morton', 'Sisse Marie', 'Haha Davis']","Mike Epps,Danny Trejo,Zulay Henao","Deon Taylor,Corey Harrell,Deon Taylor",1011756,u.s.a.,11/06/2021,,the house next door: meet the blacks 2,pas de titre original,Amérique du Nord
la fraude,['Drame'],['No Language'],France,,83,2022,Jean-Louis Cros,Jean-Louis Cros,"['Jean-Louis Cros', 'Casting principal', 'Didier Moreira']","['Didier Moreira', 'Romain Torres', 'Sabine Halluin', 'Fleur Blanchard', 'Jean-Michel Hernandez', 'Marie-Amina Ezouine', 'Fan Thomette']","Didier Moreira,Romain Torres,Sabine d’Halluin","Jean-Louis Cros,Jean-Louis Cros",57,france,13/04/2022,cinéma saint-andré des arts,la fraude,pas de titre original,Europe
down in paris,['Drame'],"['Français', 'Anglais']",France,Tous publics avec avertissement,102,2021,Antony Hickling,Antony Hickling,"['Antony Hickling', 'Raphaël Bouvet', 'Pierre Guiho']","['Antony Hickling', 'Jean-Christophe Bouvet', 'Dominique Frot', 'Manuel Blanc', 'Geoffrey Couët', 'François Brunet', 'Nina Bakhshayesh', 'Claudius Pan', 'Raphaël Bouvet', 'Thomas Laroppe', 'Emmanuel Barrouyer', 'Gala Besson', 'Julie Chaux', 'Noa da Silva', 'Samuel Garcia Filhastre', 'Jeremy Flaum', 'Mike Fédée', 'Magali Gaudou']","Antony Hickling,Jean-Christophe Bouvet,Dominique Frot","Antony Hickling,Antony Hickling,Pierre Guiho",334,france,02/03/2022,optimale distribution,down in paris,pas de titre original,Europe
moneyboys,['Drame'],"['Mandarin', 'Minnan']",Autriche,Tous publics avec avertissement,120,2021,C.B. Yi,C.B. Yi,"['C.B. Yi', 'C.B. Yi', 'Casting principal']","['Kai Ko', 'Chloe Maayan', 'Yufan Bai', 'J.C. Lin', 'Qiheng Sun', 'Yan-Ze Lu', 'Daphne Low', 'Mu Chen', 'Teng-Hui Huang', 'I-Hsiung Lin']","Kai Ko,Bai Yufan,J.C. Lin"," C.B. Yi, C.B. Yi",8223,france,16/03/2022,arp sélection,moneyboys,pas de titre original,Europe
psycho goreman,"['Comédie', 'Horreur', 'Science-fiction']",['Anglais'],Canada,Not Rated,95,2020,Steven Kostanski,Steven Kostanski,"['Steven Kostanski', 'Steven Kostanski', 'Casting principal']","['Nita-Josée Hanna', 'Owen Myre', 'Matthew Ninaber', 'Steven Vlahos', 'Adam Brooks', 'Alexis Kara Hancey', 'Kristen MacCulloch', 'Anna Tierney', 'Roxine Latoya Plummer', 'Alex Chung', 'Scout Flint', 'Robert Homer', 'Conor Sweeney', 'Matthew Kennedy', 'Rick Amsbury', 'Jayson Alexander', 'Stephen Davis', 'Kenneth Welsh']","Matthew Ninaber,Rick Amsbury,Reece Presley","Steven Kostanski,Steven Kostanski",40366,canada,22/01/2021,1 nomination,psycho goreman,pg: psycho goreman,Amérique du Nord
