actors,budget,compositor,country,date,director,first_week_entries,franchise,genre,producer,remake,studio,title,url
"
                            Brendan Fraser",60 000 000 $,,Etats-Unis,  16/07/2008,,307 782,,Aventure - Action,,,"
                Metropolitan","
                            Voyage au centre de la Terre - 3D",https://www.jpbox-office.com/fichfilm.php?id=10088&view=2
"
                            Geena Davis,
                            Michael J. Fox,
                            Danny DeVito,
                            Gwyneth Paltrow,
                            Kevin Spacey",120 000 000 $,Alan Silvestri,Etats-Unis,  16/10/2002,"
                                    Rob Minkoff",313 926,Franchise,Film familial,,,"
                Columbia","
                            Stuart Little 2",https://www.jpbox-office.com/fichfilm.php?id=1760&view=2
"
                            George Clooney",20 000 000 $,,Etats-Unis,  27/10/2010,,308 290,,Thriller,,,"
                Mars Distribution","
                            The American",https://www.jpbox-office.com/fichfilm.php?id=11260&view=2
"
                            Vincent Cassel,
                            François Cluzet",,,France,  24/06/2015,"
                                    Jean-Francois Richet",303 270,,Comédie dramatique,,Remake,"
                Mars Distribution","
                            Un moment d'égarement (2015)",https://www.jpbox-office.com/fichfilm.php?id=15307&view=2
,7 988 166 €,,France,  19/08/2015,,303 670,,Comédie,,,"
                Studiocanal","
                            Une famille à louer",https://www.jpbox-office.com/fichfilm.php?id=15352&view=2
,50 000 000 $,,Etats-Unis,  25/09/2019,,303 489,Franchise,Aventure - Action,,,"
                Metropolitan","
                            Rambo: Last Blood",https://www.jpbox-office.com/fichfilm.php?id=18638&view=2
"
                            Virginie Efira,
                            Benoît Poelvoorde",7 988 166 €,,France,  19/08/2015,,303 670,,Comédie,,,"
                Studiocanal","
                            Une famille à louer",https://www.jpbox-office.com/fichfilm.php?id=15352&view=2
,82 000 000 $,,Etats-Unis,  18/02/2004,"
                                    Anthony Minghella",303 816,,Drame,,,"
                TFM Distribution","
                            Retour à Cold Mountain",https://www.jpbox-office.com/fichfilm.php?id=1470&view=2
"
                            Vincent Cassel,
                            François Cluzet",12 200 772 €,,France,  24/06/2015,"
                                    Jean-Francois Richet",303 270,,Comédie dramatique,,Remake,"
                Mars Distribution","
                            Un moment d'égarement (2015)",https://www.jpbox-office.com/fichfilm.php?id=15307&view=2
,80 000 000 $,,Etats-Unis,  19/06/2002,,304 060,,Animation,,,"
                GBVI","
                            Lilo et Stitch",https://www.jpbox-office.com/fichfilm.php?id=1771&view=2
,12 749 721 €,,France,  10/11/2004,"
                                    Etienne Chatiliez",303 325,,Comédie,,,"
                UFD","
                            La Confiance règne",https://www.jpbox-office.com/fichfilm.php?id=1131&view=2
,40 000 000 $,,Etats-Unis,  23/09/2009,,303 534,,Romance,,,"
                Walt Disney Pictures","
                            La Proposition (2009)",https://www.jpbox-office.com/fichfilm.php?id=10418&view=2
"
                            Sandrine Bonnaire,
                            Fabrice Luchini",,,France,  25/02/2004,"
                                    Patrice Leconte",300 226,,Drame,,,"
                Mars Distribution","
                            Confidences trop intimes",https://www.jpbox-office.com/fichfilm.php?id=1102&view=2
"
                            Sandrine Bonnaire,
                            Fabrice Luchini",5 340 000 €,,France,  25/02/2004,"
                                    Patrice Leconte",300 226,,Drame,,,"
                Mars Distribution","
                            Confidences trop intimes",https://www.jpbox-office.com/fichfilm.php?id=1102&view=2
,82 000 000 $,,Etats-Unis,  30/03/2011,"
                                    Zack Snyder",300 243,,Fantasy,,,"
                Warner Bros.","
                            Sucker Punch",https://www.jpbox-office.com/fichfilm.php?id=11479&view=2
"
                            Mira Sorvino,
                            Helena Bonham Carter",,,Etats-Unis,  14/02/1996,"
                                    Woody Allen",300 657,,Comédie,,,"
                GBVI","
                            Maudite Aphrodite",https://www.jpbox-office.com/fichfilm.php?id=4003&view=2
,,Brian Tyler,Etats-Unis,  27/02/2019,,300 315,,Thriller,,,"
                Sony Pictures","
                            Escape Game",https://www.jpbox-office.com/fichfilm.php?id=18867&view=2
,9 000 000 $,Brian Tyler,Etats-Unis,  27/02/2019,,300 315,,Thriller,,,"
                Sony Pictures","
                            Escape Game",https://www.jpbox-office.com/fichfilm.php?id=18867&view=2
"
                            Mira Sorvino,
                            Helena Bonham Carter",15 000 000 $,,Etats-Unis,  14/02/1996,"
                                    Woody Allen",300 657,,Comédie,,,"
                GBVI","
                            Maudite Aphrodite",https://www.jpbox-office.com/fichfilm.php?id=4003&view=2
"
                            Jake Gyllenhaal",,,Etats-Unis,  20/04/2011,,300 899,,Science Fiction,,,"
                SND","
                            Source Code",https://www.jpbox-office.com/fichfilm.php?id=11652&view=2
"
                            Jake Gyllenhaal",32 000 000 $,,Etats-Unis,  20/04/2011,,300 899,,Science Fiction,,,"
                SND","
                            Source Code",https://www.jpbox-office.com/fichfilm.php?id=11652&view=2
,82 000 000 $,Tyler Bates,Etats-Unis,  30/03/2011,"
                                    Zack Snyder",300 243,,Fantasy,,,"
                Warner Bros.","
                            Sucker Punch",https://www.jpbox-office.com/fichfilm.php?id=11479&view=2
"
                            Jennifer Love Hewitt,
                            Virginie Efira,
                            Bill Murray",,,Etats-Unis,  19/07/2006,,294 524,Franchise,Film familial,,,"
                20th Century Fox","
                            Garfield 2",https://www.jpbox-office.com/fichfilm.php?id=355&view=2
"
                            Jennifer Love Hewitt,
                            Virginie Efira,
                            Bill Murray",60 000 000 $,,Etats-Unis,  19/07/2006,,294 524,Franchise,Film familial,,,"
                20th Century Fox","
                            Garfield 2",https://www.jpbox-office.com/fichfilm.php?id=355&view=2
,10 000 000 $,,Etats-Unis,  21/11/2007,,294 553,Franchise,Horreur,,,"
                Metropolitan","
                            Saw IV",https://www.jpbox-office.com/fichfilm.php?id=200&view=2
"
                            Bernard Campan,
                            Gérard Depardieu,
                            Monica Bellucci,
                            Edouard Baer,
                            Jean-Pierre Darroussin",,,France,  26/10/2005,"
                                    Bertrand Blier",294 836,,Comédie,,,"
                Pan-Européenne","
                            Combien tu m'aimes?",https://www.jpbox-office.com/fichfilm.php?id=781&view=2
,18 000 000 $,,Espagne,  20/05/2009,"
                                    Pedro Almodovar",295 775,,Drame,,,"
                Pathé","
                            Etreintes brisées",https://www.jpbox-office.com/fichfilm.php?id=10763&view=2
"
                            Bernard Campan,
                            Gérard Depardieu,
                            Monica Bellucci,
                            Edouard Baer,
                            Jean-Pierre Darroussin",10 000 000 €,,France,  26/10/2005,"
                                    Bertrand Blier",294 836,,Comédie,,,"
                Pan-Européenne","
                            Combien tu m'aimes?",https://www.jpbox-office.com/fichfilm.php?id=781&view=2
,800 000 $,,Etats-Unis,  27/01/1999,"
                                    Woody Allen",295 558,,Comédie,,,"
                Bac Films","
                            Celebrity",https://www.jpbox-office.com/fichfilm.php?id=3085&view=2
,35 000 000 $,,Etats-Unis,  28/09/2011,"
                                    John Singleton",295 438,,Aventure - Action,,,"
                Metropolitan","
                            Identité Secrète",https://www.jpbox-office.com/fichfilm.php?id=12105&view=2
,80 000 000 $,,Etats-Unis,  03/12/2003,,289 712,,Aventure - Action,,,"
                Columbia","
                            S.W.A.T. Unité d'élite",https://www.jpbox-office.com/fichfilm.php?id=1476&view=2
,865 049 ,,France,  15/03/1995,"
                                    Régis Wargnier",289 923,,Drame,,,"
                UFD","
                            Une femme française",https://www.jpbox-office.com/fichfilm.php?id=4010&view=2
